Identifier,bibliographicCitation
263386,"Anderson, Christiane. 1971. New names and combinations in Trixis (Compositae). Brittonia. 23: 347-353."
309823,"Torres, Andrew M. 1972. Philaclix fagi (Compositae): a new species from Mexico. Brittonia. 24: 90-92."
334449,"Kowal, R. R. 1991. A new variety of Senecio (Asteraceae:Senecioneae) from the Sierra Madre de Manantlán, Jalisco, Mexico, with notes on the S. roldana complex. Brittonia. 43: 102-115."
334868,"Luteyn, James L. 1992. Plutarchia ecuadorensis (Ericaceae, Vaccinieae) : A new species and a new generic record for Ecuador. Brittonia. 44: 240-243."
310196,"Young, David A. 1974. Introgressive hybridization in two southern California species of Rhus (Anacardiaceae). Brittonia. 26: 241-255."
399052,"Barneby, Rupert C. & Grimes, James W. 1990. Orphanodendron, a new genus of caesalpinioid Leguminosae from north-western Columbia. Brittonia. 42: 249-253."
298867,"Casper, S. J. & Kondo, Katsuhiko. 1977. A new species of Pinguicula [P. sharpii] from Mexico (Lentibulariaceae). Brittonia. 29: 112-115."
261901,"Buck, William R. 1991. Notes on neotropical Pterobryaceae. Brittonia. 43: 96-101."
25356,"Schuster, R. M. & Engel, John J. 1996. Austral Hepaticae. XXI. Paracromastigum fiordlandiae (sp. nov.) and the delimitation of Paracromastigum and Hyalolepidozia (Lepidoziaceae). Brittonia. 48: 165-173."
19690,"Buck, William R. 1997. A new Brazilian species of Racomitrium (Grimmiaceae). Brittonia. 49: 463-465."
479710,"Barneby, Rupert C. & Grimes, James. 1994. A New Species of Inga (Fabaceae, Mimosoideae, Ingeae) from Atlantic Forest in Bahia, Brazil. Brittonia. 46 (1): 66-68."
334848,"Holmgren, Noel H. 1992. Two new species of Viola (Violaceae) from the intermountain west, U. S. A. Brittonia. 44: 300-305."
190150,"Smith, A. R. & Kessler, Michael. 2008. Sixteen new species of Thelypteris (Thelypteridaceae) from Bolivia. Brittonia. 60 (2): 49-62."
460728,"McCormick, J. F., et al. 1971. A taxonomic revision of granite outcrop species of Minuartia (Arenaria). Brittonia. 23: 149-160."
334422,"Austin, Daniel F. 1991. Ipomoea sawyeri (Convolvulaceae), a new species from Peru. Brittonia. 43: 93-95."
17449,"Persson, C. 2003. Agouticarpa, a new neotropical genus of Tribe Gardenieae (Rubiaceae). Brittonia. 55: 176-201."
319261,"Merrill, Elmer D. 1936. Otto Kuntze's new genera and new species of Indo-China plants. Brittonia. 2: 189-200."
96978,"Luteyn, James L. 1996. Redefinition of the neotropical genus Anthopterus (Ericaceae: Vaccinieae), including one new species. Brittonia. 48: 605-610."
307042,"Dieterle, Jennie V. A. 1974. A new geocarpie genus from Mexico: Apatzingania (Cucurbitaceae). Brittonia. 26: 129-132."
334851,"Howard, Richard A. 1992. A revision of Casimirella, including Humirianthera (Icacinaceae). Brittonia. 44: 166-172."
388933,"Beck, Hans T. 1992. Chimborazoa (Sapindaceae), a new genus from Ecuador. Brittonia. 44: 306-311."
394467,"Reveal, James L. & Howell, J. T. 1976. Dedeckera (Polygonaceae), a new genus from California. Brittonia. 28: 245-251."
462816,"Mione, T., et al. 1993. Jaltomata I: Circumscription, description, and new combinations for five South American species (Solaneae, Solanaceae). Brittonia. 45: 138-145."
19908,"Andersson, Lennart. 1997. A new revision of Joosia (Rubiaceae-Cinchoneae). Brittonia. 49: 24-44."
298874,"Mori, S. A. & Kallunki, Jacquelyn A. 1977. A revision of the genus Phyllonoma (Grossulariaceae). Brittonia. 29: 69-84."
190137,"Prado, Jefferson & Moran, Robbin C. 2008. Revision of the neotropical species of Triplophyllum (Tectariaceae). Brittonia. 60 (2): 103-130."
309883,"Urbatsch, Lowell E. 1972. Systematic study of the Altissimae and Giganteae species groups of the genus Vernonia (Compositae). Brittonia. 24: 229-238."
399218,"Kim, K. J. & Turner, Billie L. 1992. Systematics overview of Krigia (Asteraceae-Lactuceae). Brittonia. 44: 173-198."
334365,"Lamont, E. E. 1990. Eupatorium steelei (Asteraceae), a new species from the southern Appalachian mountains of eastern U. S. A. Brittonia. 42: 279-283."
308879,"Pringle, James S. 1971. Taxonomy and distribution of Clematis, sect. Atragene (Ranunculaceae), in North America. Brittonia. 23: 361-393."
203935,"Morley, Thomas. 1971. Geographic Variation in a Widespread Neotropical Species, Mouriri Myrtilloides (Melastomataceae). Brittonia. 23 (4): 413-424."
296168,"Clewell, Andre F. & Wooten, Jean W. 1971. A revision of Ageratina (Compositae: Eupatorieae) from eastern North America. Brittonia. 23: 123-143."
306706,"Bierner, Mark W. 1975. A systematic study of Dugaldia (Compositae). Brittonia. 26: 385-392."
394630,"Urbatsch, Lowell E. & Turner, Billie L. 1976. New species and combinations in Sabazia (Heliautheae, Galinoginae). Brittonia. 27: 348-354."
307809,"Jones, Jr., Samuel B. 1972. A systematic study of the Fasiculatae group of Vernonia (Compositae). Brittonia. 24: 28-45."
113035,"Bartoli, Adriana, et al. 1996. Two new species of Grindelia (Astereae, Asteraceae) from Uruguay. Brittonia. 48: 75-78."
435512,"Nesom, Guy L. & Leary, P. J. 1992. A new species of Ionactis (Asteraceae: Astereae) from southern Nevada and an overview of the genus. Brittonia. 44: 247-252."
194385,"Villarreal-Quintanilla, José Á. & Estrada C., A. Eduardo. 2008. A new species of Drymaria (Caryophyllaceae) from northeastern Mexico. Brittonia. 60(4): 329-331."
403747,"Henderson, Andrew & Balick, Michael J. 1991. Attalea crassispatha, a rare and endemic Haitian palm. Brittonia. 43: 189-194."
15530,"Browning, J., et al. 1995. Achene structure and taxonomy of North American Bolboschoenus (Cyperaceae). Brittonia. 47: 433-445."
37910,"Kennedy, H. 1995. Calathea maasiorum (Marantaceae), a new species from French Guiana and Surinam. Brittonia. 47: 156-159."
417599,"Fryxell, Paul A. & Fuertes, J. 1992. A re-evaluation of the Abutilothamnus complex (Malvaceae) I. Two new species and two new genera, Sidasodes and Akrosida. Brittonia. 44: 436-447."
334459,"McDonald, A. R. 1991. Plantae alpinae novae mexicanae: Argemone subalpina (Papaveraceae). Brittonia. 43: 120-122."
437210,"Hartman, Ronald L., et al. 1975. Biosystematics of Draba cuneifolia and D. platycarpa (Cruciferae) with emphasis on volatile and flavonoid constitutents. Brittonia. 27: 317-327."
308144,"Luteyn, James L. 1976. Notes on neotropical Vaccinieae (Ericaceae). I. Gonocalyx--a genus new to Central America. Brittonia. 28: 37-41."
328074,"Sohmer, Seymour Hans. 1977. Herbstia, a new genus in the Amaranthaceae. Brittonia. 28: 448-452."
307885,"Koch, Stephen D. 1975. Eragrostis scaligera (Gramineae, Eragrostoideae), an overlooked species. Brittonia. 27: 123-126."
190196,"Essig, Frederick B. 2008. A systematic histological study of palm fruits. VIII. Subtribe Dypsidinae (Arecaceae). Brittonia. 60 (1): 82-92."
353078,"Smith, Gary L. 1977. Atrichum cylindricum (Polytrichaceae), an overlooked moss in the southeastern United States. Brittonia. 29: 368-375."
399208,"Buck, William R. & Vital, Daniel M. 1992. Paranapiacabaea paulista, a new genus and species of Sematophyllaceae from southeastern Brazil. Brittonia. 44: 339-343."
262179,"Thiers, Barbara M. 1992. New species of Cheilolejeunea and Otolejeunea (Hepaticae; Lejeuneaceae) from Australia. Brittonia. 44: 160-165."
333646,"Boom, Brian M. 1989. New species of Ternstroemia (Theaceae) from the Guayana Highland. Brittonia. 41: 136-142."
334063,"Kuijt, Job. 1990. A second species of Ligaria (Loranthaceae). Brittonia. 42: 66-69."
113103,"Acevedo-Rodríguez, Pedro. 1997. Two new species of Serjania section Serjania (Sapindaceae). Brittonia. 49: 498-502."
204515,"Aedo, C., et al. 2009. Geranium holosericeum (Geraniaceae) revisited. Brittonia. 61 (3): 225-236."
108134,"Allred, Kelly W. & Valdés-Reyna, J. 1997. The Aristida pansa complex and a key to the Divaricatae group of North America (Gramineae: Aristideae). Brittonia. 49: 54-66."
203889,"Almeda, Frank & Dodero, G. U. 1991. A Review of the Genus Triolena (Melastomataceae: Bertolonieae) in Costa Rica. Brittonia. 43 (3): 146-153."
196772,"Amorim, André M. & Leme, Elton M. C. 2009. Two new species of Quesnelia (Bromeliaceae: Bromelioideae) from the Atlantic rainforest of Bahia, Brazil. Brittonia. 61 (1): 14-21."
263368,"Anderson, C. 1993. The identity of Stigmaphyllon dichotomum (L. ) Griseb. (Malpighiaceae). Brittonia. 45: 34-38."
441138,"Arbelaez, A. L. 1995. Two new species and new records for Ptires (Pteridaceae) from Colombia. Brittonia. 47: 175-181."
303642,"Argus, George W. & McJannet, C. L. 1992. A taxonomic reconsideration of Salix taxifolia sensu lato (Salicaceae). Brittonia. 44: 461-474."
334144,"Barneby, Rupert C. 1990. Two new taxa in Dalea (Fabaceae: Amorpheae) from southern Mexico and northern Chile. Brittonia. 42: 89-91."
264355,"Bates, David M. 1974. Fryxellia, a new genus of North American Malvaceae. Brittonia. 26: 95-100."
107333,"Beaman, Reed S. & Judd, Walter S. 1996. Systematics of Tillandsia subgenus Pseudalcantarea (Bromeliaceae). Brittonia. 48: 1-19."
453863,"Bishop, L. Earl. 1974. Earl. Revision of the genus Adenophorus (Grammitidaceae). Brittonia. 26: 217-240."
452834,"Callejas, R. 1989. Studies in Neotropical Piperaceae I. A new species of Piper from Ecuador. Brittonia. 41: 325-327."
452699,"Callejas, R. 1990. Studies in neotropical Piperaceae. II. Four new species and a new combination from Colombia and Peru. Brittonia. 42: 70-82."
262173,"Churchill, S. P. 1992. Clarification and review of Lepidopilum affine and L. grevilleanum (Callicostaceae). Brittonia. 44: 350-355."
100270,"Correa, A. 2003. Revision of the genus Paragynoxys (Asteraceae, Senecioneae-Tussilagininae). Brittonia. 55: 157-168."
193045,"Costea, Mihai, et al. 2008. A new species of Cuscuta (Convolvulaceae) from Michoacán, Mexico. Brittonia. 60 (3): 235-239."
382966,"Daniel, Thomas F. 1988. Taxonomic, nomenclatural, and reproductive notes on Carlöwrightia (Acanthaceae). Brittonia. 40: 245-255."
194382,"de Azevedo, Michaele  A. M. 2008. Three new species of Passiflora subgenus Decaloba (Passifloraceae) from Brazil. Brittonia. 60 (4): 310-317."
444819,"De Graanville, J. J. & Henderson, A. 1994. A new species of Bactris (Palmae) from the Amazon region. Brittonia. 46: 147-150."
108913,"Delprete, Piero G. & Nee, Michael H. 1997. The enigmatic genus Wernhamia S. Moore is a synonym of Simira (Rubiaceae, Rondeletieae). Brittonia. 49: 303-308."
78633,"Ferrucci, María S. & Acevedo-Rodríguez, Pedro. 1997. New and noteworthy species in the Paullinieae tribe (Sapindaceae). Brittonia. 49: 441-448."
193054,"Fiaschi, Pedro & Frodin, David G. 2008. Four new species of the Didymopanax group of Schefflera (Araliaceae) from the Brazilian Amazon. Brittonia. 60 (3): 274-286."
302441,"Dorr, Laurence J. & Barnett, L. C. 1989. A revision of Melochia section Physodium (Sterculiaceae) from Mexico. Brittonia. 41: 404-423."
266545,"Grashoff, Jerold L. 1974. Novelties in Stevia (Compositae: Eupatorieae). Brittonia. 26: 347-384."
307500,"Gunn, Charles R. 1972. Moonflowers, Ipomoea section Calonyction, in temperate North America. Brittonia. 24: 150-168."
190145,"Henderson, Andrew A., et al. 2008. New species of Geonoma (Palmae) from Ecuador. Brittonia. 60 (2): 190-201."
307596,"Henderson, Douglas M. 1976. A biosystematic study of Pacific Northwestern-blue eyed grasses (Sisyrinchium, Iridaceae). Brittonia. 28: 149-176."
193048,"Hernández, H. M. 2008. Calliandra dolichopoda and C. cualensis (Leguminosae, Mimosoideae), two new species from Mexico. Brittonia. 60 (3): 245-251."
307638,"Holmgren, Noel H. 1976. Four species of Mexican Castilleja (subgenus Castilleja, Scrophulariaceae) and their relatives. Brittonia. 28: 195-208."
382977,"Holmgren, Noel H. 1988. Glossopetalon (Crossosomataceae) and a new variety of G. spinescens from the Great Basin, U. S. A. Brittonia. 40: 269-274."
448736,"Irwin, Howard S. & Arroya, Mary T. Kalin. 1974. Three new legume species from South America. Brittonia. 26: 264-270."
203971,"Judd, Walter S. & Beaman, Reed S. 1988. Taxonomic Studies in the Miconieae (Melastomataceae) II. Systematics of the Miconia subcompressa complex of Hispaniola, including the description of two new species. Brittonia. 40 (4): 368-391."
334856,"Kallunki, Jacquelyn A. 1992. A revision of Erythrochiton sensu lato (Cuspariinae, Rutaceae). Brittonia. 44: 107-139."
307841,"Keil, David J. 1974. New taxa in Pectis (Compositae: Pectidinae) from Mexico and the southwestern United States. Brittonia. 26: 30-36."
439089,"Kirkbridejr, J. H. 1994. Revision of Cucumella (Cucurbitaceae, Cucurbitoideae, Melothrieae, Cucumerinae). Brittonia. 46: 161-186."
334741,"Knapp, S. J. 1992. Five new species of Solanum section Geminata (Solanaceae) from South America. Brittonia. 44: 61-68."
399249,"Kvist, Lars P. & Skog, Laurence E. 1992. Novae Gesneriaceae Neotropicarum IV: Alloplectus purpweus and Columnea nematoloba - New Gesneriaceae from north western South America. Brittonia. 44: 475-480."
437049,"Landrum, Leslie R. & Grifo, F. T. 1988. Myrcianthes (Myrtaceae) in Chile. Brittonia. 40: 290-293."
193049,"Landrum, Leslie R. 2008. Two new species of Calycolpus (Myrtaceae) from Brazil. Brittonia. 60 (3): 252-256."
107742,"Lane, Meredith A. 1996. Taxonomy of Gundlachia (Compositae: Astereae). Brittonia. 48: 532-541."
296610,"Langenheim, Jean H. & Lee, Yin-Tse. 1974. Reinstatement of the genus Hymenaea (Leguminosae: Caesalpinioideae) in Africa. Brittonia. 26: 3-12."
337312,"Lloyd, Robert Michael. 1974. Systematics of the genus Ceratopteris Brongn. (Parkeriaceae) II. Taxonomy. Brittonia. 26: 139-160."
304169,"Lowrey, Timothy K. & Knight, P. J. 1994. Townsendia gypsophila (Compositae: Astereae): A new species from northern New Mexico. Brittonia. 46: 194-199."
333702,"Luteyn, James L. 1989. New variety and nomenclatural changes in neotropical Gaultheria (Ericaceae). Brittonia. 41: 10-16."
334374,"Luteyn, James L. 1990. Gaultheria steyermarkii (Ericaceae): A new endemic to Cerro Turimiquire, Venezuela. Brittonia. 42: 254-256."
334456,"Luteyn, James L. 1991. Two new species of Cavendishia (Ericaceae: Vaccinieae) from Antioquia, Colombia. Brittonia. 43: 116-119."
113022,"Maas, Paulus J. M. & Maas-van de Kamer, Hillegonda. 1997. Two new species of Costus (Costaceae) from Costa Rica. Brittonia. 49: 274-279."
196771,"Mercado-Ruaro, P., et al. 2009. Taxonomic re-assessment of Phaseolus casycarpus (Leguminosae): Systematic position, chromosome studies and re-description. Brittonia. 61 (1): 8-13."
303743,"Mitchell, J. I. & Daly, Douglas C. 1993. A revision of Thyrsodium (Anacardiaceae). Brittonia. 45: 115-129."
302746,"Moraes Ramírez, Mónica & Henderson, A. 1990. The genus Parajubaea (Palmae). Brittonia. 42: 92-99."
204519,"Moran, Robbin C., et al. 2009. Megalastrum (Dryopteridaceae) in the West Indies. Brittonia. 61 (3): 273-292."
399323,"Nixon, Kevin C. & Muller, C. 1993. The Quercus hypoxantha complex (Fagaceae) in northeastern Mexico. Brittonia. 45: 146-153."
308731,"Palmer, P. 1975. A biosystematic study of the Panicum amarum=P. amarulum complex (Gramineae). Brittonia. 27: 142-150."
328061,"Porter, Duncan MacNair. 1977. Zanthoxylum (Rutaceae) in North America north of Mexico. Brittonia. 28: 443-447."
398736,"Pruski, John F. & Urbatsch, Lowell E. 1988. Five new species of Calea (Compositae: Heliantheae) from planaltine Brazil. Brittonia. 40: 341-356."
334941,"Pruski, John F. 1992. Compositae of the Guayana highland VII. Noteworthy species of Chromolaena and Mikania (Eupatorieae) from Venezuela. Brittonia. 44: 213-219."
337992,"Randolph, Lowell F. 1970. Variation among Tripsacum populations of Mexico and Guatemala. Brittonia. 22: 305-337."
397083,"Reveal, James L. & Ertter, Barbara J. 1977. Goodmania (Polygonaceae), a new genus from California. Brittonia. 28: 427-429."
204520,"Rojas Alvarado, Alexander F. 2009. Two new species and a new combination in Elaphoglossum sect. Polytrichia subsect. Apoda (Dropteridaceae) from Costa Rica and Panama. Brittonia. 61 (3): 293-300."
301894,"Sagástegui Alva, Abundio & Dillon, Michael O. 1988. New species of Llerasia (Asteraceae: Astereae) from Peru. Brittonia. 40: 363-367."
196798,"Serna González, Marcela, et al. 2009. Novedades taxonómicas y un nuevo registro de Magnoliaceae para Colombia. Brittonia. 61 (1): 35-40."
194383,"Silva, Marcos J. da & Tozzi, Ana M. G. A. 2008. Four new Brazilian species of Lonchocarpus (Leguminosae, Papilionoideae, Millettieae). Brittonia. 60 (4): 318-328."
190148,"Silva, R. R. & Tozzi, A. M. G. A. 2008. A new species of Lonchocarpus (Leguminosae, Papilionoideae) from Mato Grosso do Sul, Brazil. Brittonia. 60 (2): 34-37."
307258,"Fryxell, Paul A. 1971. A new genus from Mexico: Dendrosida (Malvaceae). Brittonia. 23: 231-237."
335197,"Strong, Mark T. 1993. Two overlooked species of Bulbostylis (Cyperaceae) from South America. Brittonia. 45: 162-169."
388923,"Thomas, William W. 1992. A synopsis of Rhynchospora (Cyperaceae) in Mesoamerica. Brittonia. 44: 14-44."
309815,"Tomb, Andrew Spencer. 1972. Re-establishment of the genus Prenanthella Rhdb. (Compositae: Cichorieae). Brittonia. 24: 223-228."
20353,"Williams, J. K. 1995. A new species of Thenardia (Apocynaceae, Apocynoideae) from Chiapas, Mexico, with notes on the genus. Brittonia. 47: 403-407."
19944,"Wasshausen, Dieter C. 1995. A new species, new combinations, and a new name in Acanthaceae from northern South America. Brittonia. 47: 422-425."
303423,"Cruden, Robert W. & Dorr, Laurence J. 1992. A previously unrecognized Isidrogalvia (Liliaceae) from Bolivia. Brittonia. 44: 368-369."
