wfo_id,locality,tdwg_level3,wcvp_geo_note,ipni_id,powo_id,wcvp_family,wcvp_genus,wcvp_taxon_name
wfo-0001040390,"Costa Rica",COS,"Mexico (Chiapas) to Trop. America",77110571-1,77110571-1,Cucurbitaceae,Melothria,"Melothria sphaerocarpa"
wfo-0001042670,"Costa Rica",COS,"W. & S. Mexico to Trop. America",60457232-2,60457232-2,Fabaceae,Ancistrotropis,"Ancistrotropis peduncularis"
wfo-4000036358,"Costa Rica",COS,"Mexico to S. America, Caribbean",31951-1,31951-1,Stegnospermataceae,Stegnosperma,Stegnosperma
wfo-0001039693,"Costa Rica",COS,"Costa Rica to Colombia",77111933-1,77111933-1,Fabaceae,Schnella,"Schnella reflexa"
wfo-4000022867,"Costa Rica",COS,"Costa Rica, Venezuela to Brazil and Bolivia",77116654-1,77116654-1,Polygonaceae,Magoniella,Magoniella
wfo-0001091364,"Costa Rica",COS,"Panama to Venezuela and Bolivia",675547-1,675547-1,Passifloraceae,Passiflora,"Passiflora tripartita"
wfo-4000001930,"Costa Rica",COS,"Mexico to Trop. America",60457230-2,60457230-2,Fabaceae,Ancistrotropis,Ancistrotropis
wfo-0001042762,"Costa Rica",COS,"SE. Mexico to C. America",60455856-2,60455856-2,Fabaceae,Lonchocarpus,"Lonchocarpus brenesii"
wfo-0000747378,"Costa Rica",COS,"C. America",77221830-1,77221830-1,Loranthaceae,Struthanthus,"Struthanthus cansjerifolius"
wfo-0000746244,"Costa Rica",COS,"Nicaragua to Panama",77105503-1,77105503-1,Cucurbitaceae,Cionosicys,"Cionosicys guabubu"
wfo-0000747355,"Costa Rica",COS,"Nicaragua to Panama",77123891-1,77123891-1,Humiriaceae,Sacoglottis,"Sacoglottis trichogyna"
wfo-0001285558,"Costa Rica",COS,"Costa Rica to W. Colombia",77105249-1,77105249-1,Celastraceae,Salacia,"Salacia mennegana"
wfo-0000746482,"Costa Rica",COS,"Costa Rica to W. Panama",77104307-1,77104307-1,Gesneriaceae,Glossoloma,"Glossoloma pedunculatum"
wfo-0000747445,"Costa Rica",COS,"SE. China",77111328-1,77111328-1,Asteraceae,Chrysanthemum,"Chrysanthemum × morifolium"
wfo-0000746721,"Costa Rica",COS,"Costa Rica to Panama",77107498-1,77107498-1,Lauraceae,Licaria,"Licaria nitida"
wfo-0000746249,"Costa Rica",COS,"Costa Rica to Colombia",77105502-1,77105502-1,Cucurbitaceae,Cayaponia,"Cayaponia hammelii"
wfo-0000080671,"Costa Rica",COS,"Europe to C. Asia and W. Himalaya, Macaronesia to N. Africa",194533-1,194533-1,Asteraceae,Cichorium,"Cichorium intybus"
wfo-0001038683,"Costa Rica",COS,"Nicaragua to Costa Rica",77108225-1,77108225-1,Fabaceae,Tachigali,"Tachigali costaricensis"
wfo-0000746934,"Costa Rica",COS,"Costa Rica",77103614-1,77103614-1,Urticaceae,Pilea,"Pilea matama"
wfo-0001034934,"Costa Rica",COS,"Costa Rica to Panama",77106484-1,77106484-1,Sabiaceae,Meliosma,"Meliosma isthmensis"
wfo-0000108811,"Costa Rica",COS,"Temp. & Subtrop. America",1186403-2,1186403-2,Asteraceae,Eclipta,"Eclipta prostrata"
wfo-0001034737,"Costa Rica",COS,"Costa Rica to Ecuador",77103496-1,77103496-1,Monimiaceae,Mollinedia,"Mollinedia maxima"
wfo-0000733320,"Costa Rica",COS,"Costa Rica to Panama",215413-2,215413-2,Malvaceae,Quararibea,"Quararibea parvifolia"
wfo-0000733351,"Costa Rica",COS,"Mexico (Oaxaca, Tabasco, Chiapas) to C. America",215435-2,215435-2,Malvaceae,Quararibea,"Quararibea yunckeri"
wfo-4000034614,"Costa Rica",COS,"Mexico to Trop. America, W. Trop. Africa to Chad",331944-2,331944-2,Gentianaceae,Schultesia,Schultesia
wfo-0000733452,"Costa Rica",COS,"Trinidad, Costa Rica to S. Trop. America",429118-1,429118-1,Ochnaceae,Quiina,"Quiina cruegeriana"
wfo-0000737330,"Costa Rica",COS,"SC. & SE. U.S.A. to S. Trop. America",1106775-2,1106775-2,Malvaceae,Wissadula,"Wissadula hernandioides"
wfo-0000733339,"Costa Rica",COS,"Costa Rica to NW. Colombia",215426-2,215426-2,Malvaceae,Quararibea,"Quararibea stenophylla"
wfo-4000032365,"Costa Rica",COS,"Trop. & Subtrop. America",38243-1,38243-1,Simaroubaceae,Quassia,Quassia
wfo-0000734117,"Costa Rica",COS,"N. & W. Europe, Algeria to Tunisia",77173217-1,77173217-1,Polygonaceae,Rumex,"Rumex obtusifolius subsp. obtusifolius"
wfo-1200011351,"Costa Rica",COS,"C. America to Guyana",77250826-1,77250826-1,Passifloraceae,Piriqueta,"Piriqueta viscosa subsp. tovarensis"
wfo-0000733354,"Costa Rica",COS,"C. Mexico to S. Trop. America and Guadalupe",814006-1,814006-1,Simaroubaceae,Quassia,"Quassia amara"
wfo-0001217985,"Costa Rica",COS,"a cultigen from Medit.",77159305-1,77159305-1,Brassicaceae,Raphanus,"Raphanus raphanistrum subsp. sativus"
wfo-0000166231,"Costa Rica",COS,"C. Mexico to Peru",229759-2,229759-2,Fabaceae,Schnella,"Schnella herrerae"
wfo-4000032385,"Costa Rica",COS,"Mexico to C. America",295595-2,295595-2,Celastraceae,Quetzalia,Quetzalia
wfo-0000733325,"Costa Rica",COS,"Costa Rica",284103-2,284103-2,Malvaceae,Quararibea,"Quararibea pumila"
wfo-0000733286,"Costa Rica",COS,"E. Costa Rica to W. Panama",284100-2,284100-2,Malvaceae,Quararibea,"Quararibea gomeziana"
wfo-0000733321,"Costa Rica",COS,"E. Costa Rica to W. Panama",284102-2,284102-2,Malvaceae,Quararibea,"Quararibea pendula"
wfo-0000737404,"Costa Rica",COS,"Costa Rica, Colombia to Brazil and NE. Argentina",1219488-2,1219488-2,Amaranthaceae,Pfaffia,"Pfaffia tuberosa"
wfo-0000733323,"Costa Rica",COS,"Costa Rica",215415-2,215415-2,Malvaceae,Quararibea,"Quararibea platyphylla"
wfo-4000032392,"Costa Rica",COS,"Trop. America",19400-1,19400-1,Ochnaceae,Quiina,Quiina
wfo-0000733470,"Costa Rica",COS,"C. & S. Trop. America",429129-1,429129-1,Ochnaceae,Quiina,"Quiina macrophylla"
wfo-0000733425,"Costa Rica",COS,"Mexico (Hidalgo, Veracruz, Oaxaca) to C. America",216629-2,216629-2,Celastraceae,Quetzalia,"Quetzalia occidentalis"
wfo-0000734686,"Costa Rica",COS,"C. & S. Trop. America",30104966-2,30104966-2,Caricaceae,Jacaratia,"Jacaratia spinosa"
wfo-0000737302,"Costa Rica",COS,"Mexico to Trop. America",60443757-2,60443757-2,Santalaceae,Phoradendron,"Phoradendron quadrangulare"
wfo-0000733324,"Costa Rica",COS,"Costa Rica to NW. Colombia",563304-1,563304-1,Malvaceae,Quararibea,"Quararibea pterocalyx"
wfo-4000021355,"Costa Rica",COS,"Tropics & Subtropics",60457244-2,60457244-2,Fabaceae,Leptospron,Leptospron
wfo-0001042680,"Costa Rica",COS,"S. Mexico to C. America",60457269-2,60457269-2,Fabaceae,Helicotropis,"Helicotropis spectabilis"
wfo-0001039846,"Costa Rica",COS,"Mexico to C. America",77112333-1,77112333-1,Fabaceae,Coulteria,"Coulteria platyloba"
wfo-0001042679,"Costa Rica",COS,"C. & S. Mexico to S. Trop. America, Trinidad",60457240-2,60457240-2,Fabaceae,Helicotropis,"Helicotropis linearis"
wfo-0001040388,"Costa Rica",COS,"Cuba, Mexico to S. Trop. America",77110356-1,77110356-1,Cucurbitaceae,Cyclanthera,"Cyclanthera carthagenensis"
wfo-0000748307,"Costa Rica",COS,"S. Mexico to S. Trop. America",77146713-1,77146713-1,Rutaceae,Zanthoxylum,"Zanthoxylum acuminatum subsp. juniperinum"
wfo-4000017062,"Costa Rica",COS,"Arizona to Texas and C. America, Caribbean, W. South America to Venezuela",60456667-2,60456667-2,Polygalaceae,Hebecarpa,Hebecarpa
wfo-0001021069,"Costa Rica",COS,"Mexico to NW. Venezuela, N. Peru",77116068-1,77116068-1,Solanaceae,Cuatresia,"Cuatresia cuneata"
wfo-0000748640,"Costa Rica",COS,"Nicaragua to Costa Rica",77113155-1,77113155-1,Fabaceae,Lonchocarpus,"Lonchocarpus felipei"
wfo-4000017237,"Costa Rica",COS,"Mexico to S. Trop. America, Trinidad",60457231-2,60457231-2,Fabaceae,Helicotropis,Helicotropis
wfo-0000748393,"Costa Rica",COS,"S. Mexico to W. Brazil",77146712-1,77146712-1,Rutaceae,Zanthoxylum,"Zanthoxylum riedelianum subsp. kellermanii"
wfo-0000747816,"Costa Rica",COS,"Mexico to C. America",1186861-2,1186861-2,Malvaceae,Sida,"Sida cuspidata"
wfo-0001042677,"Costa Rica",COS,"Nicaragua to Costa Rica, Peru",60457238-2,60457238-2,Fabaceae,Condylostylis,"Condylostylis latidenticulata"
wfo-0001042676,"Costa Rica",COS,"SE. Mexico to S. Trop. America",60457237-2,60457237-2,Fabaceae,Condylostylis,"Condylostylis candida"
wfo-0001020305,"Costa Rica",COS,"Costa Rica to Panama",77116661-1,77116661-1,Solanaceae,Cestrum,"Cestrum amistadense"
wfo-0001020647,"Costa Rica",COS,"Costa Rica to Panama",77116668-1,77116668-1,Solanaceae,Cestrum,"Cestrum lentii"
wfo-0001020600,"Costa Rica",COS,"Costa Rica to Panama",77116666-1,77116666-1,Solanaceae,Cestrum,"Cestrum knappiae"
wfo-0000748394,"Costa Rica",COS,"W. & S. Mexico to Venezuela and Bolivia, Caribbean",77146708-1,77146708-1,Rutaceae,Zanthoxylum,"Zanthoxylum schreberi"
wfo-0001039099,"Costa Rica",COS,"Costa Rica",77113773-1,77113773-1,Cucurbitaceae,Fevillea,"Fevillea narae"
wfo-0000743774,"Costa Rica",COS,"Costa Rica",60452314-2,60452314-2,Gesneriaceae,Drymonia,"Drymonia decora"
wfo-0001034801,"Costa Rica",COS,"Nicaragua to S. Trop. America",60453072-2,60453072-2,Fabaceae,Deguelia,"Deguelia densiflora"
wfo-0000744558,"Costa Rica",COS,"Costa Rica",77101545-1,77101545-1,Loranthaceae,Psittacanthus,"Psittacanthus salicifolius"
wfo-0001286450,"Costa Rica",COS,"Costa Rica",77102479-1,77102479-1,Urticaceae,Urera,"Urera guanacastensis"
wfo-0000744948,"Costa Rica",COS,"Costa Rica to Panama",77102478-1,77102478-1,Urticaceae,Urera,"Urera fenestrata"
wfo-0001286047,"Costa Rica",COS,"Costa Rica",77099734-1,77099734-1,Urticaceae,Pilea,"Pilea gamboana"
wfo-0000165186,"Costa Rica",COS,"S. Mexico to S. Trop. America",128354-2,128354-2,Fabaceae,Inga,"Inga acrocephala"
wfo-0000379042,"Costa Rica",COS,"Costa Rica to Panama",1020653-1,1020653-1,Loasaceae,Nasa,"Nasa speciosa"
wfo-0000744184,"Costa Rica",COS,"Europe to C. Asia and Himalaya, N. Africa to Ethiopia and Arabian Pen.",77100386-1,77100386-1,Primulaceae,Lysimachia,"Lysimachia arvensis"
wfo-0000744445,"Costa Rica",COS,"Costa Rica",77099735-1,77099735-1,Urticaceae,Pilea,"Pilea herrerae"
wfo-0001286048,"Costa Rica",COS,"Costa Rica",77099736-1,77099736-1,Urticaceae,Pilea,"Pilea longibracteolata"
wfo-0000744856,"Costa Rica",COS,"Costa Rica to Panama",77098502-1,77098502-1,Acanthaceae,Stenostephanus,"Stenostephanus reflexiflorus"
wfo-0000743882,"Costa Rica",COS,"S. Mexico to Trop. America",77100699-1,77100699-1,Boraginaceae,Euploca,"Euploca filiformis"
wfo-0000744950,"Costa Rica",COS,"Mexico (Veracruz, Chiapas) to Bolivia",77102480-1,77102480-1,Urticaceae,Urera,"Urera lianoides"
wfo-0000743883,"Costa Rica",COS,"Trop. & Subtrop. America",77100700-1,77100700-1,Boraginaceae,Euploca,"Euploca fruticosa"
wfo-0000744383,"Costa Rica",COS,"Costa Rica",77095678-1,77095678-1,Proteaceae,Panopsis,"Panopsis acostana"
wfo-0001286046,"Costa Rica",COS,"Costa Rica",77099733-1,77099733-1,Urticaceae,Pilea,"Pilea alfaroana"
wfo-0001286049,"Costa Rica",COS,"Costa Rica",77099737-1,77099737-1,Urticaceae,Pilea,"Pilea moragana"
wfo-0000744206,"Costa Rica",COS,"Tropics & Subtropics",77100408-1,77100408-1,Primulaceae,Lysimachia,"Lysimachia ovalis"
wfo-0000743673,"Costa Rica",COS,"Costa Rica",77100316-1,77100316-1,Cucurbitaceae,Cyclanthera,"Cyclanthera lalajuela"
wfo-0001361558,"Costa Rica",COS,"S. Mexico to Colombia",77097836-1,77097836-1,Fabaceae,Lonchocarpus,"Lonchocarpus rugosus subsp. gillyi"
wfo-0000745326,"Costa Rica",COS,"NW. Africa, Balkan Pen.",60442790-2,60442790-2,Apiaceae,Petroselinum,"Petroselinum crispum"
wfo-0000744202,"Costa Rica",COS,"Europe to Somalia and India, SW. Cameroon, Azores, Temp. & Subtrop. America",77100404-1,77100404-1,Primulaceae,Lysimachia,"Lysimachia minima"
wfo-4000013871,"Costa Rica",COS,"Tropics & Subtropics",22383-1,22383-1,Fabaceae,Eriosema,Eriosema
wfo-0000174118,"Costa Rica",COS,"Mexico to Colombia",494021-1,494021-1,Fabaceae,Eriosema,"Eriosema diffusum"
wfo-0000174133,"Costa Rica",COS,"S. Mexico to Trop. America",494171-1,494171-1,Fabaceae,Eriosema,"Eriosema simplicifolium"
wfo-0000193843,"Costa Rica",COS,"C. & S. Trop. America",303181-2,303181-2,Fabaceae,Eriosema,"Eriosema crinitum var. pulchellum"
wfo-0000174115,"Costa Rica",COS,"S. Mexico to Trop. America",494013-1,494013-1,Fabaceae,Eriosema,"Eriosema crinitum"
wfo-0000668046,"Costa Rica",COS,"S. Nicaragua to Panama, Lesser Antilles to Venezuela",91047-2,91047-2,Gentianaceae,Enicostema,"Enicostema verticillatum"
wfo-4000013488,"Costa Rica",COS,"Tropics & Subtropics",331593-2,331593-2,Fabaceae,Entada,Entada
wfo-4000013609,"Costa Rica",COS,Cosmopolitan,30000954-2,30000954-2,Onagraceae,Epilobium,Epilobium
wfo-0000669009,"Costa Rica",COS,"Mexico, Costa Rica, NW. Venezuela to NC. Argentina",611783-1,611783-1,Onagraceae,Epilobium,"Epilobium denticulatum"
wfo-4000013494,"Costa Rica",COS,"Mexico to S. Trop. America",30004353-2,30004353-2,Fabaceae,Enterolobium,Enterolobium
wfo-0000174102,"Costa Rica",COS,"Mexico to Trop. America",1009172-2,1009172-2,Fabaceae,Entada,"Entada polystachia"
wfo-0000667762,"Costa Rica",COS,"Costa Rica to S. Trop. America",90949-2,90949-2,Lauraceae,Endlicheria,"Endlicheria formosa"
wfo-0000211706,"Costa Rica",COS,"S. Mexico to NW. Venezuela and Ecuador, Caribbean, Trop. Africa",1078643-2,1078643-2,Fabaceae,Entada,"Entada gigas"
wfo-4000013462,"Costa Rica",COS,"Ethiopia to S. Africa and S. Malesia, C. America, Caribbean to Venezuela",331590-2,331590-2,Gentianaceae,Enicostema,Enicostema
wfo-0000194821,"Costa Rica",COS,"Mexico to S. Trop. America",1037928-2,1037928-2,Fabaceae,Enterolobium,"Enterolobium cyclocarpum"
wfo-4000013389,"Costa Rica",COS,"Trop. America",331588-2,331588-2,Lauraceae,Endlicheria,Endlicheria
wfo-4000013278,"Costa Rica",COS,"Siberia, W. Trop. Africa to Kenya, Madagascar, S. India, Sri Lanka, S. U.S.A. to Argentina, Caribbean",331584-2,331584-2,Acanthaceae,Elytraria,Elytraria
wfo-0000665043,"Costa Rica",COS,"E. & S. Mexico to Venezuela, Caribbean",160752-1,160752-1,Celastraceae,Elaeodendron,"Elaeodendron xylocarpum"
wfo-4000013114,"Costa Rica",COS,"Tropics & Subtropics",6553-1,6553-1,Celastraceae,Elaeodendron,Elaeodendron
wfo-0000666566,"Costa Rica",COS,"Costa Rica to N. South America",90147-2,90147-2,Ochnaceae,Elvasia,"Elvasia elvasioides"
wfo-4000013258,"Costa Rica",COS,"C. & S. Trop. America",28044-1,28044-1,Ochnaceae,Elvasia,Elvasia
wfo-0000666727,"Costa Rica",COS,"S. U.S.A. to NW. Argentina",1167021-2,1167021-2,Acanthaceae,Elytraria,"Elytraria imbricata"
wfo-0000679955,"Costa Rica",COS,"S. Mexico to S. Trop. America",330167-2,330167-2,Erythroxylaceae,Erythroxylum,"Erythroxylum macrophyllum"
wfo-0000165906,"Costa Rica",COS,"Panama to NW. Argentina",96637-2,96637-2,Fabaceae,Erythrina,"Erythrina poeppigiana"
wfo-0000680772,"Costa Rica",COS,"S. Texas to E. & SE. Mexico",772819-1,772819-1,Rutaceae,Esenbeckia,"Esenbeckia berlandieri"
wfo-0000679575,"Costa Rica",COS,"Costa Rica",301897-2,301897-2,Rutaceae,Erythrochiton,"Erythrochiton gymnanthus"
wfo-4000013970,"Costa Rica",COS,"Tropics & Subtropics",30007957-2,30007957-2,Fabaceae,Erythrina,Erythrina
wfo-4000013979,"Costa Rica",COS,"Costa Rica to S. Trop. America",35716-1,35716-1,Rutaceae,Erythrochiton,Erythrochiton
wfo-0000679681,"Costa Rica",COS,"Mexico to C. America, Guyana, Greater Antilles",330124-2,330124-2,Erythroxylaceae,Erythroxylum,"Erythroxylum areolatum"
wfo-0000680739,"Costa Rica",COS,"Mexico to S. Trop. America",97540-2,97540-2,Orobanchaceae,Escobedia,"Escobedia grandiflora"
wfo-0000165885,"Costa Rica",COS,"C. America to Colombia",96578-2,96578-2,Fabaceae,Erythrina,"Erythrina costaricensis"
wfo-4000014016,"Costa Rica",COS,"Tropics & Subtropics",24933-1,24933-1,Erythroxylaceae,Erythroxylum,Erythroxylum
wfo-4000014019,"Costa Rica",COS,"Costa Rica to S. South America",37033-1,37033-1,Escalloniaceae,Escallonia,Escallonia
wfo-0000679880,"Costa Rica",COS,"S. Florida, Caribbean, Mexico to Guyana",330154-2,330154-2,Erythroxylaceae,Erythroxylum,"Erythroxylum havanense"
wfo-0000679872,"Costa Rica",COS,"SE. Mexico to C. America",96962-2,96962-2,Erythroxylaceae,Erythroxylum,"Erythroxylum guatemalense"
wfo-0000679754,"Costa Rica",COS,"C. & S. Trop. America",330131-2,330131-2,Erythroxylaceae,Erythroxylum,"Erythroxylum citrifolium"
wfo-0000165882,"Costa Rica",COS,"Costa Rica to Panama",96570-2,96570-2,Fabaceae,Erythrina,"Erythrina chiriquensis"
wfo-0000679841,"Costa Rica",COS,"C. & S. Trop. America",330146-2,330146-2,Erythroxylaceae,Erythroxylum,"Erythroxylum fimbriatum"
wfo-0000680034,"Costa Rica",COS,"Mexico (Veracruz), Costa Rica to N. Venezuela",330183-2,330183-2,Erythroxylaceae,Erythroxylum,"Erythroxylum panamense"
wfo-0000680774,"Costa Rica",COS,"Mexico (Oaxaca) to C. America",97560-2,97560-2,Rutaceae,Esenbeckia,"Esenbeckia berlandieri subsp. litoralis"
wfo-0000165899,"Costa Rica",COS,"C. America",96611-2,96611-2,Fabaceae,Erythrina,"Erythrina lanceolata"
wfo-0000164373,"Costa Rica",COS,"Nicaragua to Costa Rica",96657-2,96657-2,Fabaceae,Erythrina,"Erythrina steyermarkii"
wfo-0000180543,"Costa Rica",COS,"Caribbean, Mexico to NW. Venezuela and Peru",96559-2,96559-2,Fabaceae,Erythrina,"Erythrina berteroana"
wfo-0000680313,"Costa Rica",COS,"Costa Rica to Venezuela and Bolivia",791071-1,791071-1,Escalloniaceae,Escallonia,"Escallonia paniculata"
wfo-0000180759,"Costa Rica",COS,"Trop. America, Tanzania (Pemba) to W. Pacific",494431-1,494431-1,Fabaceae,Erythrina,"Erythrina fusca"
wfo-4000014038,"Costa Rica",COS,"SE. Texas to Mexico and Trop. America",35718-1,35718-1,Rutaceae,Esenbeckia,Esenbeckia
wfo-0000680308,"Costa Rica",COS,"Costa Rica to Bolivia",97135-2,97135-2,Escalloniaceae,Escallonia,"Escallonia myrtilloides var. patens"
wfo-0000165884,"Costa Rica",COS,"Costa Rica to NW. Venezuela",96572-2,96572-2,Fabaceae,Erythrina,"Erythrina cochleata"
wfo-0000680307,"Costa Rica",COS,"NW. Venezuela to NW. Argentina",791067-1,791067-1,Escalloniaceae,Escallonia,"Escallonia myrtilloides"
wfo-0000680090,"Costa Rica",COS,"Mexico to C. America, Caribbean",330190-2,330190-2,Erythroxylaceae,Erythroxylum,"Erythroxylum rotundifolium"
wfo-0000165891,"Costa Rica",COS,"C. America",96595-2,96595-2,Fabaceae,Erythrina,"Erythrina gibbosa"
wfo-4000014012,"Costa Rica",COS,"Trop. & Subtrop. America",22392-1,22392-1,Fabaceae,Erythrostemon,Erythrostemon
wfo-0001405145,"Costa Rica",COS,"Nicaragua to N. Colombia",97593-2,97593-2,Rutaceae,Esenbeckia,"Esenbeckia pentaphylla subsp. australensis"
wfo-0000678750,"Costa Rica",COS,"S. Mexico to C. America",307177-2,307177-2,Brassicaceae,Erysimum,"Erysimum ghiesbreghtii"
wfo-0000165892,"Costa Rica",COS,"Costa Rica",96597-2,96597-2,Fabaceae,Erythrina,"Erythrina globocalyx"
wfo-0000680821,"Costa Rica",COS,"S. Mexico to Ecuador, Jamaica",772855-1,772855-1,Rutaceae,Esenbeckia,"Esenbeckia pentaphylla"
wfo-4000014030,"Costa Rica",COS,"Mexico to S. Trop. America",37636-1,37636-1,Orobanchaceae,Escobedia,Escobedia
wfo-0001055910,"Costa Rica",COS,"Nicaragua to Costa Rica",96659-2,96659-2,Fabaceae,Erythrina,"Erythrina thyrsiflora"
wfo-4000013959,"Costa Rica",COS,"Temp. Eurasia, N. Africa, São Tome, Maluku to New Zealand, America",30001853-2,30001853-2,Apiaceae,Eryngium,Eryngium
wfo-4000013961,"Costa Rica",COS,"Temp. Eurasia, Macaronesia to N. Africa, N. & C. America",329617-2,329617-2,Brassicaceae,Erysimum,Erysimum
wfo-0000677794,"Costa Rica",COS,"Mexico to C. America",841706-1,841706-1,Apiaceae,Eryngium,"Eryngium carlinae"
wfo-0000677870,"Costa Rica",COS,"C. America to N. & C. Argentina",841769-1,841769-1,Apiaceae,Eryngium,"Eryngium ebracteatum"
wfo-0000677401,"Costa Rica",COS,"Medit. to China and Arabian Pen.",1110374-2,1110374-2,Brassicaceae,Eruca,"Eruca sativa"
wfo-0000677972,"Costa Rica",COS,"Costa Rica to Venezuela and Peru",841842-1,841842-1,Apiaceae,Eryngium,"Eryngium humile"
wfo-4000013943,"Costa Rica",COS,"Macaronesia, SC. Europe to Medit. and China",12574-1,12574-1,Brassicaceae,Eruca,Eruca
wfo-0000677912,"Costa Rica",COS,"Mexico to Trop. America",841793-1,841793-1,Apiaceae,Eryngium,"Eryngium foetidum"
wfo-0000659639,"Costa Rica",COS,"Costa Rica to Panama",86876-2,86876-2,Crassulaceae,Echeveria,"Echeveria australis"
wfo-0000661876,"Costa Rica",COS,"Mexico to N. Argentina",88306-2,88306-2,Cucurbitaceae,Echinopepon,"Echinopepon racemosus"
wfo-0000663464,"Costa Rica",COS,"Mexico to C. America",116059-1,116059-1,Boraginaceae,Ehretia,"Ehretia latifolia"
wfo-0000661867,"Costa Rica",COS,"S. Mexico to C. America",292632-1,292632-1,Cucurbitaceae,Echinopepon,"Echinopepon paniculatus"
wfo-4000012943,"Costa Rica",COS,"Arizona to New Mexico and N. Argentina",30015228-2,30015228-2,Cucurbitaceae,Echinopepon,Echinopepon
wfo-0000663655,"Costa Rica",COS,"S. Mexico to S. Trop. America, Jamaica",88947-2,88947-2,Celastraceae,Elachyptera,"Elachyptera floribunda"
wfo-4000013105,"Costa Rica",COS,"E. Europe to Asia and NE. Australia, Subarctic America to W. & C. U.S.A.",30001965-2,30001965-2,Elaeagnaceae,Elaeagnus,Elaeagnus
wfo-4000013103,"Costa Rica",COS,"Trop. & S. Africa, Madagascar, C. & S. Trop. America",298266-2,298266-2,Celastraceae,Elachyptera,Elachyptera
wfo-4000012898,"Costa Rica",COS,"S. Texas to NW. Argentina",30004414-2,30004414-2,Crassulaceae,Echeveria,Echeveria
wfo-0000661879,"Costa Rica",COS,"S. Arizona to Texas and N. Mexico",88308-2,88308-2,Cucurbitaceae,Echinopepon,"Echinopepon wrightii"
wfo-4000013060,"Costa Rica",COS,"Trop. & Subtrop. Old World, Mexico to C. America, Caribbean",30012300-2,30012300-2,Boraginaceae,Ehretia,Ehretia
wfo-0000663963,"Costa Rica",COS,"Afghanistan to Temp. E. Asia",927281-1,927281-1,Elaeagnaceae,Elaeagnus,"Elaeagnus umbellata"
wfo-0000670281,"Costa Rica",COS,"Nicaragua to N. Brazil",380772-1,380772-1,Gesneriaceae,Episcia,"Episcia cupreata"
wfo-0000670190,"Costa Rica",COS,"C. America",50425945-2,50425945-2,Cactaceae,Epiphyllum,"Epiphyllum hookeri subsp. pittieri"
wfo-0000670305,"Costa Rica",COS,"Mexico (Chiapas) to Colombia",380794-1,380794-1,Gesneriaceae,Episcia,"Episcia lilacina"
wfo-0000670245,"Costa Rica",COS,"Mexico (Veracruz, Chiapas) to C. America, SE. Ecuador",132964-1,132964-1,Cactaceae,Epiphyllum,"Epiphyllum thomasianum"
wfo-0000670694,"Costa Rica",COS,"Mexico to C. America",836436-1,836436-1,Passifloraceae,Erblichia,"Erblichia odorata"
wfo-4000013679,"Costa Rica",COS,"Mexico to C. America",39580-1,39580-1,Passifloraceae,Erblichia,Erblichia
