WFOID,countryCode,locationID,locality,establishmentMeans,source,bibliographicCitation,URI
wfo-0000342305,TH,THA,Thailand,Managed,Flora of Thailand,"Bulbostylis puberula. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 343. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01933
wfo-0000575875,TH,THA,Thailand,Managed,Flora of Thailand,"Bupleurum tenue. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 451. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01317
wfo-0000576002,TH,THA,Thailand,Managed,Flora of Thailand,"Burretiodendron esquirolii. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 56. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01552
wfo-0000576009,TH,THA,Thailand,Managed,Flora of Thailand,"Burretiodendron umbellatum. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 59. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01553
wfo-0000762564,TH,THA,Thailand,Managed,Flora of Thailand,"Butomopsis latifolia. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 384. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02560
wfo-0001269413,TH,THA,Thailand,Managed,Flora of Thailand,"Byttneria andamanensis. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 545. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02730
wfo-0000577123,TH,THA,Thailand,Managed,Flora of Thailand,"Byttneria aspera. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 545. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02731
wfo-0000577179,TH,THA,Thailand,Managed,Flora of Thailand,"Byttneria echinata. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 548. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02732
wfo-0000577299,TH,THA,Thailand,Managed,Flora of Thailand,"Byttneria pilosa. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 550. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02733
wfo-0000186378,TH,THA,Thailand,Managed,Flora of Thailand,"Caesalpinia andamanica. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 79. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00715
wfo-0000214186,TH,THA,Thailand,Managed,Flora of Thailand,"Caesalpinia bonduc. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 72. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00708
wfo-0000164573,TH,THA,Thailand,Managed,Flora of Thailand,"Caesalpinia crista. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 70. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00707
wfo-0000187461,TH,THA,Thailand,Managed,Flora of Thailand,"Caesalpinia cucullata. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 82. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00717
wfo-0000214241,TH,THA,Thailand,Managed,Flora of Thailand,"Caesalpinia decapetala. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 67. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00703
wfo-0000214253,TH,THA,Thailand,Managed,Flora of Thailand,"Caesalpinia digyna. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 75. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00711
wfo-0000196960,TH,THA,Thailand,Managed,Flora of Thailand,"Caesalpinia enneaphylla. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 77. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00713
wfo-0000199375,TH,THA,Thailand,Managed,Flora of Thailand,"Caesalpinia furfuracea. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 80. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00716
wfo-0000199378,TH,THA,Thailand,Managed,Flora of Thailand,"Caesalpinia godefroyana. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 69. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00705
wfo-0000188102,TH,THA,Thailand,Managed,Flora of Thailand,"Caesalpinia hymenocarpa. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 79. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00714
wfo-0000178132,TH,THA,Thailand,Managed,Flora of Thailand,"Caesalpinia major. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 74. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00709
wfo-0000196945,TH,THA,Thailand,Managed,Flora of Thailand,"Caesalpinia mimosoides. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 67. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00704
wfo-0000185054,TH,THA,Thailand,Managed,Flora of Thailand,"Caesalpinia minax. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 74. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00710
wfo-0000199396,TH,THA,Thailand,Managed,Flora of Thailand,"Caesalpinia parviflora. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 70. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00706
wfo-0000199400,TH,THA,Thailand,Managed,Flora of Thailand,"Caesalpinia pubescens. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 77. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00712
wfo-0000214363,TH,THA,Thailand,Managed,Flora of Thailand,"Caesalpinia pulcherrima. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 65. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00701
wfo-0000214430,TH,THA,Thailand,Managed,Flora of Thailand,"Caesalpinia sappan. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 65. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00702
wfo-0000762632,TH,THA,Thailand,Managed,Flora of Thailand,"Caldesia oligococca. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 354. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02514
wfo-0000762635,TH,THA,Thailand,Managed,Flora of Thailand,"Caldesia parnassifolia. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 354. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02515
wfo-0000775642,TH,THA,Thailand,Managed,Flora of Thailand,"Callistemon citrinus. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 784. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02955
wfo-0001116506,TH,THA,Thailand,Managed,Flora of Thailand,"Callistopteris apiifolia. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 85. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0135
wfo-0000580855,TH,THA,Thailand,Managed,Flora of Thailand,"Calocedrus macrolepis. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 196. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00356
wfo-0001252740,TH,THA,Thailand,Managed,Flora of Thailand,"Calymmodon asiaticus. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 594–597. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0805
wfo-0001120248,TH,THA,Thailand,Managed,Flora of Thailand,"Calymmodon cucullatus. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 596. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0804
wfo-0000582291,TH,THA,Thailand,Managed,Flora of Thailand,"Camellia connata. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 147. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00273
wfo-0000582598,TH,THA,Thailand,Managed,Flora of Thailand,"Camellia pleurocarpa. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 146. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00271
wfo-0000582677,TH,THA,Thailand,Managed,Flora of Thailand,"Camellia sinensis assamica. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 148. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00275
wfo-0000582705,TH,THA,Thailand,Managed,Flora of Thailand,"Camellia taliensis. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 148. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00276
wfo-0000582708,TH,THA,Thailand,Managed,Flora of Thailand,"Camellia tenii. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 146. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00272
wfo-0001214872,TH,THA,Thailand,Managed,Flora of Thailand,"Campsis radicans. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 61. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00955
wfo-0000343805,TH,THA,Thailand,Managed,Flora of Thailand,"Canna indica. Flora of Thailand. Vol. 9. Part 2, 2008. Pg. 91. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03755
wfo-0000343790,TH,THA,Thailand,Managed,Flora of Thailand,"Canna x generalis. Flora of Thailand. Vol. 9. Part 2, 2008. Pg. 93. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03756
wfo-0000584001,TH,THA,Thailand,Managed,Flora of Thailand,"Cannabis sativa. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 392. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00547
wfo-0000584025,TH,THA,Thailand,Managed,Flora of Thailand,"Canscora andrographioides. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 77. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00988
wfo-0000584026,TH,THA,Thailand,Managed,Flora of Thailand,"Canscora carinata. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 73. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00983
wfo-0000584030,TH,THA,Thailand,Managed,Flora of Thailand,"Canscora decussata. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 74. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00984
wfo-0000584031,TH,THA,Thailand,Managed,Flora of Thailand,"Canscora diffusa. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 77. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00989
wfo-0000584038,TH,THA,Thailand,Managed,Flora of Thailand,"Canscora helferiana. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 76. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00987
wfo-0000584041,TH,THA,Thailand,Managed,Flora of Thailand,"Canscora hexagona. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 76. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00986
wfo-0000584055,TH,THA,Thailand,Managed,Flora of Thailand,"Canscora pentanthera. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 74. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00985
wfo-0000584088,TH,THA,Thailand,Managed,Flora of Thailand,"Cansjera rheedei. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 102. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01030
wfo-0000584458,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis acutifolia. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 249. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01356
wfo-0000584501,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis assamica. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 249. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01357
wfo-0000584566,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis cantoniensis. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 251. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01361
wfo-0000584657,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis diffusa. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 254. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01366
wfo-0000584674,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis echinocarpa. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 244. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01350
wfo-0000584687,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis erycibe. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 251. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01360
wfo-0000584708,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis flavicans. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 258. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01371
wfo-0000584717,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis floribunda. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 253. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01365
wfo-0000584752,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis grandis. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 252. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01362
wfo-0000584815,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis kerrii. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 247. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01354
wfo-0000584819,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis klossii. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 250. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01358
wfo-0000584901,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis micracantha. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 246. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01352
wfo-0000584915,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis monantha. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 255. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01368
wfo-0000585026,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis pranensis. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 253. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01364
wfo-0000585033,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis pubiflora. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 258. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01372
wfo-0000585045,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis pyrifolia. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 248. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01355
wfo-0000585057,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis radula. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 244. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01349
wfo-0000585089,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis sabiifolia. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 247. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01353
wfo-0000585113,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis sepiaria. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 254. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01367
wfo-0000585130,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis siamensis. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 256. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01370
wfo-0000585210,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis tenera. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 243. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01348
wfo-0000585218,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis thorelii. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 252. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01363
wfo-0000585270,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis versicolor. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 256. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01369
wfo-0000585272,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis viburnifolia. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 250. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01359
wfo-0000585299,TH,THA,Thailand,Managed,Flora of Thailand,"Capparis zeylanica. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 245. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01351
wfo-0000586012,TH,THA,Thailand,Managed,Flora of Thailand,"Carallia brachiata. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 13. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00023
wfo-0000586648,TH,THA,Thailand,Managed,Flora of Thailand,"Cardamine circaeoides. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 181. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01718
wfo-0000586924,TH,THA,Thailand,Managed,Flora of Thailand,"Cardamine hirsuta. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 180. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01717
wfo-0000802651,TH,THA,Thailand,Managed,Flora of Thailand,"Cardiopteris quinqueloba. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 93. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00184
wfo-0000587875,TH,THA,Thailand,Managed,Flora of Thailand,"Cardiospermum halicacabum. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 189. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02335
wfo-0000344453,TH,THA,Thailand,Managed,Flora of Thailand,"Carex anomocarya. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 472. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02109
wfo-0000344790,TH,THA,Thailand,Managed,Flora of Thailand,"Carex baccans. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 452. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02079
wfo-0000344964,TH,THA,Thailand,Managed,Flora of Thailand,"Carex blinii. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 472. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02110
wfo-0000345107,TH,THA,Thailand,Managed,Flora of Thailand,"Carex breviscapa. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 474. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02111
wfo-0000345393,TH,THA,Thailand,Managed,Flora of Thailand,"Carex cataphyllodes. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 462. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02095
wfo-0000345620,TH,THA,Thailand,Managed,Flora of Thailand,"Carex commixta. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 461. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02094
wfo-0000345638,TH,THA,Thailand,Managed,Flora of Thailand,"Carex composita. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 453. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02080
wfo-0000345650,TH,THA,Thailand,Managed,Flora of Thailand,"Carex condensata. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 456. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02085
wfo-0000345702,TH,THA,Thailand,Managed,Flora of Thailand,"Carex continua. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 454. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02082
wfo-0000345741,TH,THA,Thailand,Managed,Flora of Thailand,"Carex craspedotricha. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 483. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02123
wfo-0000345798,TH,THA,Thailand,Managed,Flora of Thailand,"Carex cryptostachys. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 470. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02108
wfo-0000346070,TH,THA,Thailand,Managed,Flora of Thailand,"Carex dimorpholepis. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 482. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02121
wfo-0000346208,TH,THA,Thailand,Managed,Flora of Thailand,"Carex doisutepensis. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 455. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02083
wfo-0000346524,TH,THA,Thailand,Managed,Flora of Thailand,"Carex fedia. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 478. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02116
wfo-0000346584,TH,THA,Thailand,Managed,Flora of Thailand,"Carex filicina. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 453. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02081
wfo-0000347385,TH,THA,Thailand,Managed,Flora of Thailand,"Carex helferi. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 464. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02098
wfo-0000347544,TH,THA,Thailand,Managed,Flora of Thailand,"Carex horsfieldii. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 459. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02091
wfo-0000347613,TH,THA,Thailand,Managed,Flora of Thailand,"Carex hypolytroides. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 464. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02099
