wfo_id,description,data_type,contributor,creator,source,Licence,bibliographic_Citation,doi
wfo-0000824502,"Locally common; terrestral or on mossy rocks or rock faces or sometimes on decaying tree trunks; sometimes on level sites but preferably on slopes, creek beds or steep banks, always on moist sites and often in the vicinity of creeks, rivers or waterfalls, sometimes in the spray zone of waterfalls; in shaded to deeply shaded sites in primary to old secondary lowland rain forest; in forest with Staudtia and Pentadesma, on rocks with Hymenophyllaceae, found associated with Begonia atroglandulosa subsp. tshelaensis; at up to 700 m altitude.",Habitat,"Sosef, M.S.M.",,2160,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-0000824523,Rare but locally common; terrestrial on the forest floor or on rocks or rock faces; on steep slopes of stream beds or near waterfalls; in shaded sites in primary or disturbed lowland rain forest; at 100-900 m altitude.,Habitat,"Sosef, M.S.M.",,2163,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-1000039686,Hygrophilous coastal evergreen Guineo-Congolian rain forest (Toret biafreenne') with Caesalpinioideae.,Habitat,"Sosef, M.S.M.",,2166,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-0000824826,"Terrestrial or on wet mossy rocks or rock faces; often near streams, rivers, waterfalls or sources; often on slopes, stream beds or steep road banks, in shade or deep shade of primary or old secondary rain forest; on clayey to sandy soil; found in association with Lycopodiales, in Cynometra forest, in forest with Raphia or Gilbertiodendron dewevrei and Parinari excelsa or Macrolobium; at 100-950 m altitude.",Habitat,"Sosef, M.S.M.",,2172,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-0000825093,"Terrestrial or epiphytic on mossy, decaying tree trunks; in half-shade of primary forest; on a slope along a forest track; at 380 m altitude.",Habitat,"Sosef, M.S.M.",,2173,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-0000825482,"Locally common; terrestrial or rarely on vertical rockfaces; on level sites to steep slopes, generally along creeks or near rapids, also in marshy creekbeds; in shaded to deeply shaded conditions in primary or old secondary rain forest; at 250-700 m altitude.",Habitat,"Sosef, M.S.M.",,2176,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-0000825673,"Locally common on the forest floor or mossy rocks, rarely on rock faces; on clayey soil, preferably on gentle to steep slopes or road banks; often in the vicinity of streams or waterfalls, always on moist sites; in shaded to deeply shaded sites in primary or secondary rain forest; found associated with Begonia scutulum and B. vittariifolia; at 250-900 m altitude.",Habitat,"Sosef, M.S.M.",,2182,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-0000825848,"Apparently a rare species growing on wet, mossy rock faces in shade of closed high forest; once found in association with Begonia dewildei; at 500-900 m altitude.",Habitat,"Sosef, M.S.M.",,2186,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-0000825900,On mossy vertical rockfaces in shade of closed to rather open primary forest; along or close to streams; at ± 320-1000 m altitude.,Habitat,"Sosef, M.S.M.",,2190,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-0000825933,On vertical rockfaces or large rocks along a stream or in a gully; in deeply or very deeply shaded sites in primary or secondary forest; at 250 m altitude.,Habitat,"Sosef, M.S.M.",,2191,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-1200023957,"Terrestrial or on rocks or decaying tree trunks; on slopes and banks along streams and rivers or sometimes on road banks; in shaded to deeply shaded sites in primary forest; in forest with Cynometra, Julbernardia and Staudtia; at 460-1250 m altitude.",Habitat,"Sosef, M.S.M.",,2194,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-0001389891,"In primary montane forest with Cyathea, Julbernardia and Staudtia; in a ravine; at 1000-2000 m altitude.",Habitat,"Sosef, M.S.M.",,2197,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-1000039655,"Lowland dipterocarp forest at 447 m elevation adjacent to waterfall, on damp, shady, mossy substrates.",Habitat,Chong F.Y. et al.,,2203,CC0 1.0 Universal (CC0 1.0),"Chong F.Y. et al. 2015, Begonia kibambanganensis and B. melanosticta (Begoniaceae), Two New Species from Sabah, Borneo, Sandakania. Vol.20 , pp.1-6 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf )",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf 
wfo-0001330376,In disturbed heath forest at 205 m elevation.,Habitat,Chong F.Y. et al.,,2207,CC0 1.0 Universal (CC0 1.0),"Chong F.Y. et al. 2015, Begonia kibambanganensis and B. melanosticta (Begoniaceae), Two New Species from Sabah, Borneo, Sandakania. Vol.20 , pp.1-6 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf )",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf 
wfo-0000823402,"On steep earth slopes above river banks above the flood zone, in semi-shaded areas in lowland diterocarp forest at 77 m elevation.",Habitat,Ali Ahmad J. et al.,,2214,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000823410,"In a steep, small river valley in mixed dipterocarp forest at 220 m elevation.",Habitat,Ali Ahmad J. et al.,,2215,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000823423,"Lowland to hill mixed dipterocarp forest, frequently on river banks, on setap shale formation, at 55–850 m elevation.",Habitat,Ali Ahmad J. et al.,,2222,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000823542,"In lowland dipterocarp forest at 25–150 m elevation, in deeply shaded, narrow stream valley on steep clay slope of stream bank.",Habitat,Ali Ahmad J. et al.,,2226,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000823645,"On steep banks a little way above a water-course, in partial shade in lowland mixed dipterocarp forest at 125 m elevation, on sandstone derived soils or clay.",Habitat,Ali Ahmad J. et al.,,2227,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000823781,"On rocky banks or gullies or steep earth slopes above streams, in shaded areas at 40–250 m elevation; on the Setap shales, sandstone or clay at 30 m elevation.",Habitat,Ali Ahmad J. et al.,,2234,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000823950,"On steep stream banks in lowland or hill dipterocarp forests at 75–500 m altitude, on Setap shales or on yellow podzoic soil.",Habitat,Ali Ahmad J. et al.,,2238,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000824092,"Common locally, in river valleys, often on river banks or near streams in lowland mixed dipterocarp forest to lower montane at 40–1025 m elevation, on sandstone derived soils, shale or clay.",Habitat,Ali Ahmad J. et al.,,2239,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000824092,"It grows on the forest floor, under the shade of canopy trees.",Habitat,"Repin R., Sampang K. & Limbawang S.",,2491,CC0 1.0 Universal (CC0 1.0),"Repin R., Sampang K. & Limbawang S. 2015, Begonia (Begoniaceae) from Tawau Hills Park, Sabah, Malaysia, including Ten New Species, Sandakania. Vol.20 , pp.165-204 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000824274,"In swampy areas, near stream banks in disturbed lowland mixed dipterocarp forest at 60–80 m elevation, on yellow and sandy clay soil or on setap shale.",Habitat,Ali Ahmad J. et al.,,2246,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-1000039651,"Above the banks of a seasonal stream in semi-shade or on steep earthy slope in lowland mixed dipterocarp forest, on setap shales.",Habitat,Ali Ahmad J. et al.,,2247,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001266494,"By rivers, on earth banks in shaded stream-valley in lowland, sometimes disturbed, dipterocarp forest, on sandstone derived soil or clay, at 60–80 m elevation.",Habitat,Ali Ahmad J. et al.,,2254,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000824488,"In river valleys or steep-sided ridges in hill dipterocarp forest at 30–480 m elevation, on clay loam soil or setap shale.",Habitat,Ali Ahmad J. et al.,,2255,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000824568,Lowland mixed dipterocarp forest on setap shale formation at elevation 100 m.,Habitat,Ali Ahmad J. et al.,,2258,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000824572,On a sandstone cliff near a waterfall in mixed dipterocarp forest at 70 m elevation.,Habitat,Ali Ahmad J. et al.,,2261,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001330377,"In valley bottoms and on steep clay slopes above seasonal stream in lowland mixed dipterocarp forest or disturbed lowland forest, to 90 m elevation.",Habitat,Ali Ahmad J. et al.,,2264,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000825021,"Very local on riverbanks or river valleys in lowland mixed dipterocarp forest at 25–100 m altitude, on setap shale or soil derived from sandstone formation.",Habitat,Ali Ahmad J. et al.,,2271,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-1000039730,Lowland dipteocarp forest at 200 m elevation.,Habitat,Ali Ahmad J. et al.,,2272,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001266493,Lower montane forest at 1150 m elevation.,Habitat,Ali Ahmad J. et al.,,2276,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000825525,In valley bottoms and on slopes in mixed dipterocarp forest at 20–250 m elevation on setap shales.,Habitat,Ali Ahmad J. et al.,,2282,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000825600,"Riversides or on the margins of mixed dipterocarp forest at 20–110 m altitude, on setap shale, also in secondary forest or in disturbed montane forest on steep slopes to 1480 m altitude.",Habitat,Ali Ahmad J. et al.,,2286,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000825714,"On steep slopes, in gullies, on earth banks above rivers in lowland mixed dipterocarp forest or lower montane forest from 30–800 m elevation on sandstone derived soil or on shale.",Habitat,Ali Ahmad J. et al.,,2287,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001330378,Planted in soil sheltered under an overhanging rock.,Habitat,Chong F.Y. et al.,,2291,CC0 1.0 Universal (CC0 1.0),"Chong F.Y. et al. 2015, Begonia (Begoniaceae) in the Danum Valley Conservation Area, Sabah, Borneo, including Eleven New Species, Sandakania. Vol.20 , pp.51-85 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001330379,"This is the most common begonia species in DVCA and was found along all trails visited in lowland mixed dipterocarp forest on slight slopes in deep shade or on the side of gullies to 150 m elevation. From the few herbarium collections, it appears to have been overlooked by collectors. It often grows together with B. rotundibracteata Kiew that is similar in habit.",Habitat,Chong F.Y. et al.,,2295,CC0 1.0 Universal (CC0 1.0),"Chong F.Y. et al. 2015, Begonia (Begoniaceae) in the Danum Valley Conservation Area, Sabah, Borneo, including Eleven New Species, Sandakania. Vol.20 , pp.51-85 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001330380,"Occasional in alluvial forest, but only found fertile on very steep, lightly shaded slopes at 310 m elevation.",Habitat,Chong F.Y. et al.,,2299,CC0 1.0 Universal (CC0 1.0),"Chong F.Y. et al. 2015, Begonia (Begoniaceae) in the Danum Valley Conservation Area, Sabah, Borneo, including Eleven New Species, Sandakania. Vol.20 , pp.51-85 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000824150,"In DVCA, it is a relatively common species growing on clay soil in lowland mixed dipterocarp forest between 200–500 m elevation. At the type site, it grows at the foot of limestone cliff faces or on limestone boulders in deep shade.",Habitat,Chong F.Y. et al.,,2306,CC0 1.0 Universal (CC0 1.0),"Chong F.Y. et al. 2015, Begonia (Begoniaceae) in the Danum Valley Conservation Area, Sabah, Borneo, including Eleven New Species, Sandakania. Vol.20 , pp.51-85 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000824150,"In Tawau Hills Park, it grows in deep shade, on wet, volcanic rock boulders on Mt. Maria (over 800 m) and also on trails to Hot Spring (400 m), Balung Sub-Station.",Habitat,"Repin R., Sampang K. & Limbawang S.",,2502,CC0 1.0 Universal (CC0 1.0),"Repin R., Sampang K. & Limbawang S. 2015, Begonia (Begoniaceae) from Tawau Hills Park, Sabah, Malaysia, including Ten New Species, Sandakania. Vol.20 , pp.165-204 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000824196,"It grows in soil-filled crevices and ledges in rock. In DVCA it has only been collected from Coffin Cliff that is composed of East Sabah Mélange rock type (Hazebroek et al., 2012). Elsewhere it grows on limestone, basalt, gabbro or sandstone (Kiew, 2001). It most commonly grows in the lowlands but on Gunung Kinabalu it has been collected at 750 m elevation.",Habitat,Chong F.Y. et al.,,2311,CC0 1.0 Universal (CC0 1.0),"Chong F.Y. et al. 2015, Begonia (Begoniaceae) in the Danum Valley Conservation Area, Sabah, Borneo, including Eleven New Species, Sandakania. Vol.20 , pp.51-85 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001330381,In lowland mixed dipterocarp forest on steep slopes above streams or by paths in light shade at c. 180 m elevation.,Habitat,Chong F.Y. et al.,,2312,CC0 1.0 Universal (CC0 1.0),"Chong F.Y. et al. 2015, Begonia (Begoniaceae) in the Danum Valley Conservation Area, Sabah, Borneo, including Eleven New Species, Sandakania. Vol.20 , pp.51-85 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001330382,On the side of a valley in submontane forest at 800 m or by rivers.,Habitat,Chong F.Y. et al.,,2316,CC0 1.0 Universal (CC0 1.0),"Chong F.Y. et al. 2015, Begonia (Begoniaceae) in the Danum Valley Conservation Area, Sabah, Borneo, including Eleven New Species, Sandakania. Vol.20 , pp.51-85 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
