wfo_id,description,data_type,contributor,creator,source,Licence,bibliographic_Citation,doi
wfo-0000824299,em floresta estacional semidecidual. Coletada com flores&nbsp;masculinas e fruto em janeiro e julho.,Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,843,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824377,locais sombreados no interior da mata atlântica. Coletada com flores e frutos de janeiro a setembro.,Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,854,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824407,"mata de encosta montana. Coletada com flores de fevereiro a maio, com frutos em julho.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,860,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824428,mata estacional semidecidual. Coletada com flores e frutos em maio e julho.,Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,866,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824433,Coletada com flores entre fevereiro e março.,Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,869,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824433,"Growing on rocky slopes, at ca. 100 m. Phenology. Collected in flower in February and March.",Habitat,"Silva S J G. and Mamede, M C H.",,1869,CC0 1.0 Universal (CC0 1.0),"Silva S J G. and Mamede, M C H., Two new species of Begonia (Begoniaceae) from the Atlantic coast forest in the state of São Paulo, Brazil., Novon. Vol.10(1) , pp.22-25 (https://www.biodiversitylibrary.org/partpdf/38202)",https://www.biodiversitylibrary.org/partpdf/38202
wfo-0000824510,"floresta ombrófila densa montana. Coletada com flores entre outubro e dezembro, com&nbsp;frutos até fevereiro.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,872,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824524,hábitat desconhecido. Coletada com flores e frutos em outubro.,Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,875,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824614,"floresta pluvial montana. Coletada com flores de junho a setembro, com frutos de agosto a novembro.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,881,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824934,"mata de encosta, em cotas de menor altitude da Serra do Mar.&nbsp;Coletada com flores entre novembro e dezembro, com&nbsp;frutos até março.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,888,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824962,"mata de encosta. Coletada com flores de março aoutubro, com frutos até fevereiro.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,893,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825142,"floresta ombrófila densa. Coletada com flores de novembro a fevereiro, com frutos até junho.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,907,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825396,"mata. Coletada com flores de novembro a janeiro, com frutos até março.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,931,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825412,"mata. Coletada com flores de dezembro a março, com frutos&nbsp;em abril e de julho a dezembro, frutificando a partir de&nbsp;novembro.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,934,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825412,"Between 700 and 900 m, growing in clearings in the forest where trees are shorter than usual.",Habitat,"Silva S J G. and Mamede, M C H.",,1865,CC0 1.0 Universal (CC0 1.0),"Silva S J G. and Mamede, M C H., Two new species of Begonia (Begoniaceae) from the Atlantic coast forest in the state of São Paulo, Brazil., Novon. Vol.10(1) , pp.22-25 (https://www.biodiversitylibrary.org/partpdf/38202)",https://www.biodiversitylibrary.org/partpdf/38202
wfo-0000825559,"em mata pouco alterada, sobre árvores, em locais iluminados e próximos a cursos d'água. Coletada com flores de agosto a&nbsp;dezembro, com frutos de outubro a fevereiro.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,939,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825584,"mata, em locais sombreados, crescendo sobre rochas, próximo a cursos d’água.&nbsp;Coletada com flores entre dezembro e janeiro, com frutos&nbsp;entre fevereiro e março.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,943,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825602,"mata atlântica. Coletada com flores de outubro a janeiro, com frutos até fevereiro.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,946,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825750,"sub -bosque da mata, sobre rochas calcárias, próxima de grutas, em áreas de transição entre mata atlântica e campo&nbsp;de altitude. Coletada com flores de abril a setembro, com&nbsp;frutos de maio a fevereiro.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,955,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825820,Mata de restinga. Coletada com flores e frutos de fevereiro a setembro.,Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,956,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825868,"em locais de baixa declividade e maior acúmulo de matéria orgânica, tais como os topos dos morros e fendas de rochas. Coletada com flores de agosto a dezembro,&nbsp;com frutos de outubro a dezembro.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,966,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825936,em locais com afloramentos rochosos. Coletada com flores e frutos&nbsp;de dezembro a abril.,Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,971,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0001354276,"Terrestrial herb, grows in substrates with thick litter, quite open areas up to closed canopy, along the trail and slope of the hill in tropical forest lower than 500 m asl.",Habitat,Girmansyah D.,,975,CC0 1.0 Universal (CC0 1.0),"Girmansyah D. 2017, Two new species of Begonia (Begoniaceae) from Long Duhung, Berau Regency, East Kalimantan, Borneo Island, Indonesia, Kew Bull. Vol.72(3) , pp.1-7 (https://rdcu.be/c0J8h)",https://rdcu.be/c0J8h
wfo-0000916198,"Begonia caparaoensis grows in rocky outcrops, in rock crevices, near waterfalls and rivers in sunlit places, at altitudes between 1600 and 1890 m. During humid months, B. caparaoensis receives continuous mist from the adjacent waterfall, while during the dry months this moisture stops and the plants lose their stem and leaves on that only the tuberous part remains. This same phenomenon of losing external parts has also been observed, for example, in B. alchemilloides B.G. Schubert (Jacques, 2002). The new species was observed assoiciated with Sinningia Nees, Peperomia Ruiz& Pavón, pteridophytes and bryophytes.",Habitat,Jacques E.d.L. & Kollmann L.J.C.,,1001,CC0 1.0 Universal (CC0 1.0),"Jacques E.d.L. & Kollmann L.J.C. 2009, Begonia caparaoensis (Begoniaceae), a New Endemic Species from the Atlantic Forest in the State of Minas Gerais, Brazil, Novon. Vol.19(2) , pp.172-174 (https://www.jstor.org/stable/40300905)",https://www.jstor.org/stable/40300905
wfo-0000824350,Grows on rocky slopes and outcrops within the Atlantic forest.,Habitat,Jacques E.d.L. & Mamede M.C.H.,,1018,CC0 1.0 Universal (CC0 1.0),"Jacques E.d.L. & Mamede M.C.H. 2004, Novelties in Begonia (Begoniaceae) from the Coastal Forests of Brazil, Brittonia. Vol.56(1) , pp.75-81 (https://www.jstor.org/stable/3218470)",https://www.jstor.org/stable/3218470
wfo-0000915304,"B. lunaris cresce em floresta baixo montana, em pequenas e esparsas populações, sobre ou entre as rochas, à margem dos rios ou no interior da floresta, em semi-sombra.",Habitat,Jacques E.d.L.,,1022,CC0 1.0 Universal (CC0 1.0),"Jacques E.d.L. 2008, Begonia lunaris E. L. Jacques (Begoniaceae), uma nova espécie para o estado do Rio de Janeiro, Brasil, Rodriguésia. Vol.59(1) , pp.259-263 (https://www.jstor.org/stable/23499387)",https://www.jstor.org/stable/23499387
wfo-1000039676,"<br/>Terrestrial herb from a hillside in mixedlowland dipterocarp forest, frequently along streammargins in damp places, alt. 141 m.",Habitat,Girmansyah D.,,1024,CC0 1.0 Universal (CC0 1.0),"Girmansyah D. 2017, Two new species of Begonia (Begoniaceae) from Long Duhung, Berau Regency, East Kalimantan, Borneo Island, Indonesia, Kew Bull. Vol.72(3) , pp.1-7 (https://rdcu.be/c0J8h)",https://rdcu.be/c0J8h
wfo-0000823411,"Floresta ombrófila densa montana e submontana, com formação primária ou com perturbação antrópica, mata de cipó, em áreas de transição entre floresta ombrófila densa montana e floresta estacional semidecidual, mata ciliar, capoeira e cabruca. A espécie ocorre sobre troncos em decomposição, rochas ou em solos arenosos ou argilosos, no interior da mata ou em suas bordas, em locais ensolarados ou sombreados. Floresce e frutifica durante o ano todo.",Habitat,"Gregório B.d.S., Costa J.A.S. & Rapini A.",,1029,CC0 1.0 Universal (CC0 1.0),"Gregório B.d.S., Costa J.A.S. & Rapini A. 2016, Flora da Bahia: Begoniaceae, Sitientibus série Ciências Biológicas. (16) , pp.16-52.",
wfo-0000834835,"Begonia callosa grows in sunlight in the leaf litter and humus of rocky openings of the Atlantic Forest, at 200 to 800 m. It is also found growing in low canopy forests from open environments on sandy soil.",Habitat,Kollm,,1034,CC0 1.0 Universal (CC0 1.0),"Kollm 62, Begonia callosa L. Kollmann (Begoniaceae), a new species from the Atlantic forest in the State of Espírito Santo, Brazil, Candollea. Vol.2(2007) , pp.141-144.",
wfo-0000915263,"Begonia aguiabrancensis foi observada crescendo em sol pleno, sobre rochas ígneas, associada a Schizaeaceae, Cyperaceae, Araceae e outras, com pouco substrato orgânico e em fendas de rochas sem vegetação associada.",Habitat,Kollmann L.J.C.,,1037,CC0 1.0 Universal (CC0 1.0),"Kollmann L.J.C. 2008, Duas novas especies de Begonia (Begoniaceae) do Espirito Santo, Rodriguésia. Vol.59(1) , pp.155-160.",
wfo-0000915267,"Begonia bullatifolia grows in leaf litter and humus of the central mountains of the Atlantic Forest of Espírito Santo state, Brazil, at 750 m, in the Roberto Kautsky forest, Domingos Martins municipality. It is possible that this species came from another locality and was introduced to the Kautsky forest. Indeed, Roberto Kautsky often transplant species from the state of Espírito Santo",Habitat,Kollmann L.J.C.,,1048,CC0 1.0 Universal (CC0 1.0),"Kollmann L.J.C. 2009, Begonia bullatifolia L.Kollmann and Begonia leopoldinensis L.Kollmann (Begoniaceae), two new species from the Atlantic Forest in the State of Espirito Santo, Brazil, Candollea. Vol.64(1) , pp.117-122.",
wfo-0000915300,"Begonia leopoldinensis was found growing in shaded places, in rock cracks, of rocky outcrops, in the dry Atlantic Forest at 300-500 m above sea level. In nature, this species is prostrate on rock but in cultivation the leaves are erect.",Habitat,Kollmann L.J.C.,,1055,CC0 1.0 Universal (CC0 1.0),"Kollmann L.J.C. 2009, Begonia bullatifolia L.Kollmann and Begonia leopoldinensis L.Kollmann (Begoniaceae), two new species from the Atlantic Forest in the State of Espirito Santo, Brazil, Candollea. Vol.64(1) , pp.117-122.",
