LocalID,WFOID,scientificName,Publishedin,Devnagari,transliteration,Ecology,Distribution
NEP10425,wfo-0001089287,Orobanche solmsii C.B.Clarke ,Fl. Brit. India 4: 325. 1884.,yf]qmf emf/ ,Thokra jhar,"W, C, E Nepal: 200-3400 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and C Asia."
NEP10426,wfo-0000470786,Pedicularis albiflora Prain ,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 58(2): 273. 1889. ",,,E Nepal: 3600-4500 m. ,"Nepal, E Himalaya and Tibetan Plateau."
NEP10428,wfo-0001365947,Pedicularis anas Maxim. subsp. nepalensis (T.Yamaz.) T.Yamaz. ,J. Jap. Bot. 61(10): 300. 1986. ,,,C Nepal: 4200-4800 m. ,Nepal and Tibetan Plateau.
NEP10431,wfo-0000470781,Pedicularis annapurnensis T.Yamaz.,J. Jap. Bot. 45: 146. 1970.,,,"C, E Nepal: 3400-4300 m.",Endemic to Nepal.
NEP10432,wfo-1200027138,Pedicularis anserantha T.Yamaz. var. anserantha,Acta Phytotax. Geobot. 19(4-6): 110. 1963.,,,"W, C Nepal: 3700-4000 m. ",Endemic to Nepal.
NEP10434,wfo-1200027139,Pedicularis anserantha (T.Yamaz.) T.Yamaz. var. elevatogalatea T.Yamaz ,"Bull. Univ. Mus., Univ. Tokyo 31: 128, f. 11 b. 1988. ",,,"W, C Nepal: 3500-4900 m. ",Endemic to Nepal.
NEP10436,wfo-0000470748,Pedicularis bifida (Buch.-Ham. ex D.Don) Pennell ,Monogr. Acad. Nat. Sci. Philadelphia 5: 144. 1943.,,,"W, C, E Nepal: 1000-3600 m. ","Nepal, W Himalaya and E Himalaya."
NEP10439,wfo-0000470501,Pedicularis brevifolia D.Don,Prodr. Fl. Nepal. 94. 1825.,,,"C, E Nepal: 2500-4300 m. ","Nepal, W Himalaya and E Himalaya."
NEP10440,wfo-0000470505,Pedicularis breviscaposa T.Yamaz.,Acta Phytotax. Geobot. 15(5): 147. 1954.,,,C Nepal: 3000-4000 m. ,Endemic to Nepal.
NEP10441,wfo-0000470479,Pedicularis chamissonoides T.Yamaz.,J. Jap. Bot. 45: 148. 1970.,,,"C, E Nepal: 2400-4200 m. ",Endemic to Nepal.
NEP10442,wfo-0001139276,Pedicularis clarkei Hook.f. ,Fl. Brit. India 4: 310. 1884.,,,"C, E Nepal: 3200-4800 m. ","Nepal, E Himalaya and Tibetan Plateau."
NEP10443,wfo-0000470470,Pedicularis collata Prain ,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 58(2): 266. 1889. ",,,"W, E Nepal: 3900-4900 m. ","Nepal, E Himalaya, Tibetan Plateau and Assam-Burma."
NEP10444,wfo-0001139655,Pedicularis confertiflora Prain ,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 58(2): 258. 1889. ",,,"W, C, E Nepal: 2600-5600 m. ","Nepal, E Himalaya, Tibetan Plateau and E Asia."
NEP10446,wfo-0000470496,Pedicularis cornigera T.Yamaz.,J. Jap. Bot. 55(10): 293. 198.,,,E Nepal: 3400-4800 m. ,Endemic to Nepal.
NEP10447,wfo-0000470584,Pedicularis denudata Hook.f. ,Fl. Brit. India 4: 309. 1884.,,,"C, E Nepal: 3600-4500 m. ",Nepal and E Himalaya.
NEP10448,wfo-0001139515,Pedicularis diffusa Prain ,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 62(1): 7, t. 1 1893. ",,,"C, E Nepal: 3300-5000 m. ","Nepal, E Himalaya, Tibetan Plateau and Assam-Burma."
NEP10449,wfo-0001139715,Pedicularis elwesii Hook.f. ,Fl. Brit. India 4: 312. 1884.,,,"W, C, E Nepal: 3000-4900 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia."
NEP10450,wfo-0001139287,Pedicularis excelsa Hook.f. ,Fl. Brit. India 4: 311. 1884.,,,C Nepal: 2700-3700 m. ,"Nepal, E Himalaya and Tibetan Plateau."
NEP10451,wfo-0001139324,Pedicularis flexuosa Hook.f. ,Fl. Brit. India 4: 308. 1884.,,,"C, E Nepal: 2700-4200 m. ","Nepal, E Himalaya, Tibetan Plateau and Assam-Burma."
NEP10453,wfo-0001139437,Pedicularis furfuracea Wall. ex Benth.,Scroph. Ind. 52. 1835.,,,"C, E Nepal: 2700-4100 m. ","Nepal, E Himalaya and Tibetan Plateau."
NEP10454,wfo-0000470994,Pedicularis gibbera Prain,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 58(3): 262. 1889. ",,,E Nepal: 3600-4400 m. ,Nepal and E Himalaya.
NEP10455,wfo-0001139533,Pedicularis globifera Hook.f. ,Fl. Brit. India 4: 308. 1884.,,,"W, C Nepal: 3400-5500 m. ","Nepal, E Himalaya and Tibetan Plateau."
NEP10456,wfo-0001140140,Pedicularis gracilis Wall. ex Benth. subsp. gracilis,Scroph. Ind. 52. 1835.,,,"W, C, E Nepal: 2100-3800 m. ","Nepal, W Himalaya, E Himalaya and Tibetan Plateau."
NEP10458,wfo-0001139314,Pedicularis gracilis Wall. ex Benth. subsp. macrocarpa (Prain) P.C.Tsoong,Acta Phytotax. Sin. 3(3): 307. 1955. ,,,"W, C, E Nepal: 2600-4500 m. ","Nepal, W Himalaya and E Himalaya."
NEP10462,wfo-0000471007,Pedicularis gruiflora T.Yamaz.,J. Jap. Bot. 75: 285. 2000.,,,E Nepal: 4500 m. ,Endemic to Nepal.
NEP10463,wfo-0000746962,Pedicularis heteroglossa (Prain) Pusalkar & D.K.Singh,Edinburgh J. Bot. 67(1): 58. 2010.,,,"W, C, E Nepal: 3000-5500 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia, N Asia and C Asia. "
NEP10466,wfo-0000470967,Pedicularis heydei Prain ,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 58(3): 258. 1889. ",,,"W, C, E Nepal: 3500-5000 m. ","Nepal, W Himalaya and E Himalaya."
NEP10467,wfo-0000470958,Pedicularis hoffmeisteri Klotzsch ,Bot. Ergebn. Reise Waldemar 108. 1862.,n'u|' ,Lugru: Tibetan,"W, C, E Nepal: 2300-4100 m. ","Nepal, W Himalaya and Tibetan Plateau."
NEP10469,wfo-0000470960,Pedicularis hookeriana Wall. ,Scroph. Ind. 53. 1835.,,,"W, C, E Nepal: 2800-4800 m. ",Nepal and W Himalaya.
NEP10470,wfo-0000470976,Pedicularis instar Prain ex Maxim. ,"Bull. Acad. Imp. Sci. Saint-Pétersbourg, sér. 3, 32: 565. 1888.",,,"C, E Nepal: 3600-5000 m. ",Nepal and E Himalaya.
NEP10471,wfo-0001139672,Pedicularis integrifolia Hook.f. ,Fl. Brit. India 4: 308. 1884. ,,,C Nepal: 4300-4800 m. ,"Nepal, E Himalaya and Tibetan plateau."
NEP10472,wfo-0001139485,Pedicularis kansuensis Maxim. ,"Bull. Acad. Imp. Sci. Saint-Pétersbourg, sér. 3, 27: 516. 1881. ",,,"C, E Nepal: 3700-4500 m. ","Nepal, Tibetan Plateau and E Asia."
NEP10474,wfo-0000471529,Pedicularis klotzschii Hurus. ,J. Jap. Bot. 22: 184. 1948. ,,,"W, C Nepal: 2200-4500 m. ",Nepal and W Himalaya.
NEP10476,wfo-0000471537,Pedicularis koshiensis T.Yamaz.,J. Jap. Bot. 75: 287. 2000.,,,E Nepal: 4000-4200 m.,Endemic to Nepal.
NEP10477,wfo-0001139294,Pedicularis lachnoglossa Hook.f. ,Fl. Brit. India 4: 311. 1884.,,,E Nepal: 3800-4500 m. ,"Nepal, E Himalaya, Tibetan Plateau and E Asia."
NEP10478,wfo-0001139797,Pedicularis longiflora Rudolph var. tubiformis (Klotzsch) Tsoong,Acta Phytotax. Sin. 3(3): 278. 1955. ,"h'd|] emf/, ;];]{gn'Ub' ","Jumre jhar, Sersenlugdu","W, C, E Nepal: 2700-5000 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia."
NEP10481,wfo-0000471036,Pedicularis megalantha D.Don,Prodr. Fl. Nepal. 94. 1825.,n'u|'–dfkf]{ ,Lugru-marpo: Tibetan,"C, E Nepal: 2500-4300 m. ","Nepal, W Himalaya, E Himalaya and Tibetan Plateau."
NEP10482,wfo-1200027095,Pedicularis megalochila H.L.Li subsp. megalochila,"Taiwania 1(1): 91, pl. 1, f. 7. 1948.",,,"C, E Nepal: 4500-4600 m. ","Nepal, Tibetan Plateau and Assam-Burma."
NEP10483,wfo-0001364955,Pedicularis megalochila H.L.Li subsp. longituba T.Yamaz.,J. Jap. Bot. 55(10): 294. 1980.,,,E Nepal: 3400-4200 m. ,Endemic to Nepal.
NEP10484,wfo-0001139435,Pedicularis microcalyx Hook.f. ,Fl. Brit. India 4: 315. 1884.,,,"C, E Nepal: 3500-5500 m. ","Nepal, E Himalaya and Tibetan Plateau."
NEP10485,wfo-0001139539,Pedicularis mollis Wall. ex Benth.,Scroph. Ind. 53. 1835.,,,"W, C, E Nepal: 2600-4300 m.","Nepal, W Himalaya, E Himalaya and Tibetan Plateau."
NEP10486,wfo-0000470853,Pedicularis muguensis T.Yamaz.,Bull. Univ. Mus. Univ. Tokyo 31: 104. 1988.,,,W Nepal: 3600-4350 m. ,Endemic to Nepal.
NEP10487,wfo-0001139695,Pedicularis muscoides H.L.Li subsp. muscoides,Proc. Acad. Nat. Sci. Philadelphia 101(1): 91. 1949. ,,,"C, E Nepal: 4800-5000 m. ","Nepal, Tibetan Plateau and E Asia."
NEP10488,wfo-0001365649,Pedicularis muscoides H.L.Li subsp. himalayca T.Yamaz.,J. Jap. Bot. 61(10): 298. 1986.,,,"W, C, E Nepal: 4400-5700 m. ",Endemic to Nepal.
NEP10490,wfo-0000470885,Pedicularis nana C.E.C.Fisch. ,Bull. Misc. Inform. Kew 1940(5): 190. 1940. ,,,"C, E Nepal: 4700-5500 m. ","Nepal, E Himalaya and Assam-Burma."
NEP10491,wfo-0000470867,Pedicularis nepalensis Prain,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 58(3): 268. 1889. ",,,"C, E Nepal: 3300-5250 m. ",Nepal and E Himalaya.
NEP10492,wfo-0000470866,Pedicularis nodosa Pennell ,Monogr. Acad. Nat. Sci. Philad. 5: 119. 1943.,,,C Nepal: 3400-4500 m. ,Nepal and E Himalaya.
NEP10493,wfo-0000470823,Pedicularis odontoloma T.Yamaz.,J. Jap. Bot. 53(11): 321. 1978.,,,"W, C Nepal: 3600-4700 m. ",Endemic to Nepal.
NEP10494,wfo-0000470799,Pedicularis ophiocephala Maxim. ,"Bull. Acad. Imp. Sci. Saint-Pétersbourg, sér. 3, 32: 530. 1888.",,,W Nepal: 4000-4500 m. ,Nepal and W Himalaya.
NEP10495,wfo-0000470802,Pedicularis oxyrhyncha T.Yamaz.,J. Jap. Bot. 61(10): 297. 1986. ,,,"C, E Nepal: 3400-4900 m. ",Endemic to Nepal.
NEP10496,wfo-0001139439,Pedicularis pantlingii Prain ,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 58(2): 273. 1889. ",,,"C, E Nepal: 3800-4200 m. ","Nepal, E Himalaya, Tibetan Plateau and E Asia."
NEP10497,wfo-0000470839,Pedicularis paradoxa (Prain) T.Yamaz.,J. Jap. Bot. 61(10): 299. 1986.,,,E Nepal: 3600-4400 m. ,Nepal and E Himalaya.
NEP10499,wfo-0000470845,Pedicularis pauciflora (Prain) Pennell ,Monogr. Acad. Nat. Sci. Philad. 5: 149. 1943.,,,"C, E Nepal: 2600-4600 m. ","Nepal, E Himalaya and Tibetan Plateau."
NEP10501,wfo-0000470828,Pedicularis pectinata Wall. ex Benth.,Scroph. Ind. 52. 1835.,,,W Nepal: 3000-3800 m,Nepal and W Himalaya.
NEP10502,wfo-0000470933,Pedicularis poluninii P.C.Tsoong,"Bull. Brit. Mus. (Nat. Hist.), Bot. 2(1): 15. 1955.",,,"W, C, E Nepal: 3200-4800 m. ",Nepal and Tibetan Plateau.
NEP10503,wfo-0000470925,Pedicularis porrecta Wall. ex Benth.,Scroph. Ind. 52. 1835.,,,"W, C, E Nepal: 3600-4800 m. ","Nepal, W Himalaya, E Himalaya and Tibetan Plateau."
NEP10504,wfo-0000470941,Pedicularis pseudoregeliana P.C.Tsoong,"Bull. Brit. Mus. (Nat. Hist.), Bot. 2(1): 11. 1955.",,,"C, E Nepal: 3900-4800 m. ",Endemic to Nepal.
NEP10505,wfo-0000470917,Pedicularis regeliana Prain ,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 58(3): 274. 1889. ",,,"C, E Nepal: 3400-5000 m. ","Nepal, E Himalaya and Tibetan Plateau."
NEP10506,wfo-0001236466,Pedicularis rhinanthoides Schrenk subsp. labellata (Jacquem.) Prain ex Pennell ,Monogr. Acad. Nat. Sci. Philadelphia 5: 152. 1943. ,,,"W, C, E Nepal: 3300-4800 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia."
NEP10509,wfo-0001139817,Pedicularis roylei Maxim. var. roylei,"Bull. Acad. Imp. Sci. Saint-Pétersbourg, sér. 3, 27: 517. 1881. ",,,"W, C, E Nepal: 3400-5200 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia."
NEP10510,wfo-0001389604,Pedicularis roylei Maxim. var. speciosa (Prain) T.Yamaz.,Bull. Univ. Mus. Univ. Tokyo 31: 101. 1988. ,,,"W, C, E Nepal: 3600-5500 m. ","Nepal, E Himalaya and Tibetan Plateau."
NEP10515,wfo-0001139686,Pedicularis schizorrhyncha Prain ,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 58(3): 260. 1889. ",,,"C, E Nepal: 3900-4900 m. ","Nepal, E Himalaya and Tibetan Plateau."
NEP10516,wfo-0000475169,Pedicularis scullyana Prain ex Maxim. ,"Bull. Acad. Imp. Sci. Saint-Pétersbourg, sér. 3, 32: 529. 1888. ",,,"W, C, E Nepal: 3600-5000 m. ",Nepal and E Himalaya.
NEP10517,wfo-0000475117,Pedicularis sikkimensis Bonati ,Rec. Bot. Surv. India 4(7): 401. 1913.,,,"C, E Nepal: 3500-4450 m. ","Nepal, E Himalaya and Tibetan Plateau."
NEP10519,wfo-0000475119,Pedicularis siphonantha D.Don,Prodr. Fl. Nepal. 95. 1825. ,"kf]FsL, d'u]?8f]n' ","Ponki, Mugerudolu","W, C, E Nepal: 3000-4400 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia. "
NEP10521,wfo-0000475236,Pedicularis tamurensis T.Yamaz.,J. Jap. Bot. 45: 174. 1979.,,,E Nepal: 2400-3600 m. ,Endemic to Nepal.
NEP10522,wfo-0000475250,Pedicularis terrenoflora T.Yamaz.,Fl. E. Himalaya 3rd. Rep. 102. 1975.,,,E Nepal: 2000-3500 m. ,Endemic to Nepal.
NEP10523,wfo-0000475223,Pedicularis trichodonta T.Yamaz.,J. Jap. Bot. 53(11): 325. 1978.,,,"C, E Nepal: 3500-4900 m. ",Nepal and E Himalaya.
NEP10524,wfo-0001139277,Pedicularis trichoglossa Hook.f. ,Fl. Brit. India 4: 310. 1884.,,,"W, C, E Nepal: 3600-4800 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. "
NEP10525,wfo-0001139753,Pedicularis wallichii Bunge ,Repert. Bot. Syst. 3: 415. 1844.,,,"W, C, E Nepal: 3700-4700 m. ","Nepal, E Himalaya and Tibetan Plateau."
NEP10528,wfo-0000475055,Pedicularis yalungensis T.Yamaz.,J. Jap. Bot. 61(3): 77. 1986.,,,"C, E Nepal: 3900-5300 m. ",Endemic to Nepal.
NEP10529,wfo-0000748901,Pedicularis yamazakiana R.R.Mill,Edinburgh J. Bot. 68(1): 86. 2011.,,,W Nepal: 3200-4000 m.,Endemic to Nepal.
NEP10530,wfo-0001342845,Pseudobartsia glandulosa (Benth.) W.B.Yu & D.Z.Li,Phytotaxa 217(2): 197. 2015.,,,"W, E Nepal: 1800-2600 m.","Nepal, E Himalaya, Tibetan Plateau and E Asia."
NEP10533,wfo-0001138476,Sopubia trifida Buch.-Ham. ex D.Don,Prodr. Fl. Nepal. 88. 1825.,;fNrf ,Salcha,"W, C, E Nepal: 1200-3500 m.","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia."
NEP10534,wfo-0001139084,Striga angustifolia (D.Don) C.J.Saldanha ,Bull. Bot. Surv. India 5: 70. 1963. ,,,"W, C, E Nepal: 300-1900 m.","Nepal, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, SW Asia and Africa."
NEP10536,wfo-0001136610,Striga asiatica (L.) Kuntze ,Revis. Gen. Pl. 2: 466. 1891.,,,"W, C, E Nepal: 400-1900 m.","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, SW Asia and Africa. "
NEP10538,wfo-0000496020,Striga gesnerioides (Willd.) Vatke ,Oesterr. Bot. Z. 25: 11. 1875.,,,W Nepal: 1300-1700 m. ,"S Asia, SW Asia and Africa."
NEP10540,wfo-0001089314,Xylanche himalaica (Hook.f. & Thomson) Beck,Monogr. Orob. 330. 1930. ,"emf]dl;g, pu'l;ª ","Jhomasin, Ugusing: Tibetan","W, C, E Nepal: 2300-4400 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia."
NEP10542,wfo-0000981203,Helwingia himalaica Hook.f. & Thomson ex C.B.Clarke ,Fl. Brit. India 2: 276. 1879. ,,,"C, E Nepal: 2100-2800 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia."
NEP10544,wfo-0001078552,Ilex crenata Thunb.,Syst. Veg. (ed. 14) 168. 1784. ,,,E Nepal: 2700-2800 m. ,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia."
NEP10545,wfo-0001078596,Ilex delavayi Franch. ,J. Bot. (Morot) 12(15-16): 255. 1898.,,,E Nepal: 3000 m.,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia."
NEP10546,wfo-0000729370,Ilex dipyrena Wall.,Fl. Ind. 1: 473. 1820. ,";]tf] v;|', n]s r'qf], ln;f]  ","Seto khasru, Lek chutro, Liso","W, C, E Nepal: 2000-3000 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. "
NEP10547,wfo-0001219422,Ilex excelsa (Wall.) Voigt var. excelsa,Fl. Brit. India 1: 603. 1875.,"lg/ :ofpn, k'jfn], ef]qm] ","Nir syaul, Puwale, Bhokre","W, C, E Nepal: 600-2500 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma and E Asia."
NEP10551,wfo-0001219421,Ilex excelsa (Wall.) Voigt var. hypotricha (Loes.) S.Y.Hu ,J. Arnold Arbor. 30(3): 308. 1949.,,,"C, E Nepal: 1100-2100 m. ","Nepal, E Himalaya, S Asia and E Asia. "
NEP10553,wfo-0001078597,Ilex forrestii H.F.Comber ,Notes Roy. Bot. Gard. Edinburgh 18(86): 46. 1933. ,,,E Nepal: 2700-2800 m.,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia."
NEP10554,wfo-0000729434,Ilex fragilis Hook.f. ,Fl. Brit. India 1: 602. 1875. ,"7""nf] v/fg] ",Thulo kharane,"W, C, E Nepal: 2200-3000 m.","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia."
