"                                 eFlora Nepal in World Flora Online (www.worldfloraonline.org).  Source:  Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal (Correspondence: ).",,,,,,,,,,,,,
Order,Family,Genera,Taxon ID,WFO_ID,Taxon names,Literature citation,Nepali name(s),,Distribution in Nepal,Plant images,,General/ global distribution,Comments
,,,,,,,Devnagari,Transliteration,,Plant photos,Herbarium specimen,,
,Poaceae ,Themeda Forssk.,NEP03445,wfo-0000903502,Themeda anathera (Nees) Hack.,Monogr. Phan. 6: 669. 1889.,w8\bL ,Dhaddi,"W, C Nepal: 700-2700 m.",,,"Nepal, W Himalaya, Tibetan Plateau and SW Asia. ",
,Poaceae ,,NEP03446,,Anthistiria anathera Nees,,,,,,,,
,Poaceae ,,NEP03447,wfo-0000903509,Themeda arundinacea (Roxb.) A.Camus,Fl. Indo-Chine 7: 363. 1922.,"p/]nL, w8\bL ","Ureli, Dhaddi","W, C Nepal: 100-1700 m.",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Poaceae ,,NEP03448,wfo-0000847972,Anthistiria arundinacea Roxb.,,,,,,,,
,Poaceae ,,NEP03449,,Themeda subsericans (Nees ex Steud.) Ridl. ,,,,,,,,
,Poaceae ,,NEP03450,wfo-0001242069,Themeda caudata (Nees) A.Camus,Fl. Indo-Chine 7: 364. 1922.,"p/]nL, pNnf ","Ureli, Ulla","C, E Nepal: 100-2100 m. ",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Poaceae ,,NEP03451,,Anthistiria caudata Nees,,,,,,,,
,Poaceae ,,NEP03452,wfo-0000903545,Themeda gigantea subsp. caudata (Nees ex Hook. & Arn.) Hack.,,,,,,,,
,Poaceae ,,NEP03453,wfo-0000903562,Themeda hookeri (Griseb.) A.Camus,"Bull. Mus. Nat. (Paris), 26: 425. 1920.",p/]nL ,Ureli,"W, C, E Nepal: 1500-3400 m. ",,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia. ",
,Poaceae ,,NEP03454,wfo-0000848020,Anthistiria hookeri Griseb.,,,,,,,,
,Poaceae ,,NEP03455,wfo-0000903571,Themeda laxa (Andersson) A.Camus,"Bull. Mus. Nat. (Paris) 26: 266, 423. 1920.",,,C Nepal: ,,,"Nepal, W Himalaya, E Himalaya and Assam-Burma.",
,Poaceae ,,NEP03456,wfo-0000848031,Anthistiria laxa Andersson,,,,,,,,
,Poaceae ,,NEP03457,wfo-0000903600,Themeda triandra var. laxa (Andersson) Noltie,,,,,,,,
,Poaceae ,,NEP03458,wfo-0000903579,Themeda quadrivalvis (L.) Kuntze,Revis. Gen. Pl. 2: 794. 1891.,,,"W, C, E Nepal: 500-3000 m. ",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Poaceae ,,NEP03459,wfo-0000847329,Andropogon quadrivalvis L.,,,,,,,,
,Poaceae ,,NEP03460,wfo-0000903590,Themeda triandra Forssk.,Fl. Aegypt.-Arab. 178. 1775.,v/ ,Khar,"W, C, E Nepal: 1700-4200 m.",,,"Asia, Africa and Australasia. ",
,Poaceae ,,NEP03461,wfo-0000903609,Themeda villosa (Poir.) A.Camus,Fl. Indo-Chine 7: 364. 1922.,p/]nL ,Ureli,"W, C, E Nepal: 100-2000 m. ",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Poaceae ,,NEP03462,wfo-0000848065,Anthistiria villosa Lam.,,,,,,,,
,Poaceae ,Thysanolaena Nees,NEP03463,wfo-0000903716,Thysanolaena latifolia (Roxb. ex Hornem.) Honda,"J. Fac. Sci. Univ. Tokyo, Sect. 3, Bot. 3: 312. 1930. ",cld|;f] ,Amriso,"W, C, E Nepal: 100-2100 m.",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Poaceae ,,NEP03464,wfo-0000879237,Melica latifolia Roxb. ex Hornem.,,,,,,,,
,Poaceae ,,NEP03465,wfo-0000843971,Agrostis maxima Roxb.,,,,,,,,
,Poaceae ,,NEP03466,wfo-0000903712,Thysanolaena acarifera Arn. & Nees,,,,,,,,
,Poaceae ,,NEP03467,wfo-0000903718,Thysanolaena maxima (Roxb.) Kuntze,,,,,,,,
,Poaceae ,Tragus Haller,NEP03468,wfo-0000903975,Tragus racemosus (L.) All.,Fl. Pedem. 2: 241. 1785.,,,E Nepal: 200-400 m. ,,,"Nepal, C Asia, SW Asia, Europe and Africa.",
,Poaceae ,,NEP03469,wfo-0000858698,Cenchrus racemosus L.,,,,,,,,
,Poaceae ,Tripidium H.Scholz,NEP03470,wfo-1000034855,Tripidium arundinaceum (Retz.) Welker,Taxon 68(2): 255. 2019.,,,C Nepal: 200-300 m.,,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Poaceae ,,NEP03471,wfo-0000896536,Saccharum arundinaceum Retz.,,,,,,,,
,Poaceae ,,NEP03472,wfo-0000908336,Tripidium bengalense (Retz.) H.Scholz,Willdenowia 36(2): 664. 2006. ,a?jf ,Baruwa,"W, C Nepal: 100-400 m.",,,"Nepal, W Himalaya, Assam-Burma, S Asia and SW Asia. ",
,Poaceae ,,NEP03473,wfo-0000896547,Saccharum bengalense Retz.,,,,,,,,
,Poaceae ,,NEP03474,wfo-0000896648,Saccharum munja Roxb.,,,,,,,,
,Poaceae ,,NEP03475,wfo-1000034857,Tripidium procerum (Roxb.) Welker,Taxon 68(2): 257. 2019.,,,"W, C Nepal: 100-700 m.",,,"Nepal, Tibetan Plateau, Assam-Burma, S Asia and SE Asia.",
,Poaceae ,,NEP03476,wfo-0000896703,Saccharum procerum Roxb.,,,,,,,,
,Poaceae ,,NEP03477,,Erianthus procerus (Roxb.) Raizada,,,,,,,,
,Poaceae ,,NEP03478,wfo-0000908334,Tripidium ravennae (L.) H.Scholz,Willdenowia 36(2): 664. 2006.,,,"C, E Nepal: 200-1500 m.",,,"Nepal, W Himalaya, Assam-Burma, S Asia, N Asia, C Asia, SW Asia, Europe and Africa.",
,Poaceae ,,NEP03479,wfo-0000847339,Andropogon ravennae L.,,,,,,,,
,Poaceae ,,NEP03480,wfo-0000868936,Erianthus elephantinus Hook.f.,,,,,,,,
,Poaceae ,,NEP03481,wfo-0000868995,Erianthus ravennae (L.) P.Beauv. ,,,,,,,,
,Poaceae ,,NEP03482,wfo-0000896709,Saccharum ravennae (L.) L. ,,,,,,,,
,Poaceae ,Tripogon Roem. & Schult.,NEP03483,wfo-0000904714,Tripogon bromoides Roth,Syst. Veg. (ed. 15 bis) 2: 600. 1817.,,,C Nepal: 1200-3300 m. ,,,"Nepal, W Himalaya, Assam-Burma and S Asia.",
,Poaceae ,,NEP03484,wfo-0000904717,Tripogon capillatus Jaub. & Spach,"Ill. Pl. Orient. 4(33): 47, t. 332. 1851.",,,"C, E Nepal: 1700-2100 m.",,,"Nepal, W Himalaya, Assam-Burma and SW Asia.",
,Poaceae ,,NEP03485,wfo-0000904728,Tripogon filiformis Nees ex Steud.,Syn. Pl. Glumac. 1(3): 301. 1854.,,,"W, C, E Nepal: 300-3600 m. ",,,Asia.,
,Poaceae ,,NEP03486,wfo-0000904768,Tripogon purpurascens Duthie,Ann. Roy. Bot. Gard. (Calcutta) 9: 74. 1901.,,,W Nepal: 2200-2400 m. ,,,". Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia.",
,Poaceae ,,NEP03487,wfo-0000904732,Tripogon hookerianus Bor,,,,,,,,
,Poaceae ,,NEP03488,wfo-0000904783,Tripogon trifidus Munro ex Hook.f.,Fl. Brit. India 7: 286. 1896.,,,"C, E Nepal: 1200-3200 m.",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia.",
,Poaceae ,Trisetopsis Röser & A.Wölk,NEP03489,wfo-0001427486,Trisetopsis aspera (Munro ex Thwaites) Röser & A.Wölk,Taxon 66(1): 38. 2017.,,,"C, E Nepal: 2400-4300 m.",,,S Asia.,
,Poaceae ,,NEP03490,wfo-0000851681,Avena aspera Munro ex Thwaites,,,,,,,,
,Poaceae ,,NEP03491,wfo-0000873809,Helictotrichon asperum (Munro ex Thwaites) Bor,,,,,,,,
,Poaceae ,,NEP03492,wfo-0001427487,Trisetopsis junghuhnii (Buse) Röser & A.Wölk,Taxon 66(1): 38. 2017.,,,"W, C, E Nepal: 2100-4800 m.",,,Nepal and SE Asia.,
,Poaceae ,,NEP03493,wfo-0000851978,Avena junghuhnii Buse,,,,,,,,
,Poaceae ,,NEP03494,wfo-0000873884,Helictotrichon junghuhnii (Buse) Henrard ,,,,,,,,
,Poaceae ,,NEP03495,wfo-0001427488,Trisetopsis virescens (Nees ex Steud.) Röser & A.Wölk,Taxon 66(1): 38. 2017.,,,"W, C, E Nepal: 1800-4400 m.",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia.",
,Poaceae ,,NEP03496,wfo-0000905523,Trisetum virescens Nees ex Steud.,,,,,,,,
,Poaceae ,,NEP03497,wfo-0000874015,Helictotrichon virescens (Nees ex Steud.) Henrard,,,,,,,,
,Poaceae ,Trisetum Pers.,NEP03498,wfo-0000905079,Trisetum clarkei (Hook.f.) R.R.Stewart,Brittonia 5: 431. 1945.,,,"C, E Nepal: 3400-4500 m.",,,"Nepal, W Himalaya, Tibetan Plateau and SW Asia.",
,Poaceae ,,NEP03499,wfo-0000851782,Avena clarkei Hook.f.,,,,,,,,
,Poaceae ,,NEP03500,wfo-0000905397,Trisetum spicatum (L.) K.Richt.,Pl. Eur. 1: 59. 1890.,,,"W, C, E Nepal: 2500-5600 m.",,,"Asia, Europe, N America, S America and Australasia.",
,Poaceae ,,NEP03501,wfo-0000845213,Aira spicata L.,,,,,,,,Spelling error corrected
,Poaceae ,,NEP03502,,Trisetum spicatum subsp. virescens (Regel) Tzvelev,,,,,,,,
,Poaceae ,,NEP03503,wfo-0000905406,Trisetum spicatum subsp. himalaicum Hultén ex Veldcamp ,,,,,,,,
,Poaceae ,,NEP03504,wfo-0000905432,Trisetum spicatum var. himalaicum (Hultén) P.C.Kuo & Z.L.Wu,,,,,,,,
,Poaceae ,Tzveleviochloa Röser & A.Wölk,NEP03505,wfo-0001427497,Tzveleviochloa parviflora (Hook.f.) Röser & A.Wölk,Taxon 66(1): 38. 2017.,,,"W, C, E Nepal: 2900-3900 m. ",,,Nepal and E Himalaya.,
,Poaceae ,,NEP03506,wfo-0000851682,Avena aspera var. parviflora Hook.f.,,,,,,,,
,Poaceae ,,NEP03507,wfo-0000873919,Helictotrichon parviflorum (Hook.f.) Bor ,,,,,,,,
,Poaceae ,Urochloa P.Beauv.,NEP03508,wfo-0000906811,Urochloa distachya (L.) T.Q.Nguyen,Novosti Sist. Vyssh. Rast. 1966: 13. 1966.,,,"W, C, E Nepal: 200-1200 m.",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia and Australasia.",
,Poaceae ,,NEP03509,wfo-0000883947,Panicum distachyon L.,,,,,,,,
,Poaceae ,,NEP03510,wfo-0000854090,Brachiaria distachya (L.) Stapf ,,,,,,,,
,Poaceae ,,NEP03511,wfo-0000854261,Brachiaria subquadripara (Trin.) Hitchc. ,,,,,,,,
,Poaceae ,,NEP03512,wfo-0000906909,Urochloa subquadripara (Trin.) R.D.Webster ,,,,,,,,
,Poaceae ,,NEP03513,wfo-0000906844,Urochloa kurzii (Hook.f.) T.Q.Nguyen,Novosti Sist. Vyssh. Rast. 1966: 13. 1966.,,,"C, E Nepal: 100-1600 m.",,,"S Asia, E Asia, SE Asia and Australasia.",
,Poaceae ,,NEP03514,wfo-0000884797,Panicum kurzii Hook.f.,,,,,,,,
,Poaceae ,,NEP03515,wfo-0000854144,Brachiaria kurzii (Hook.f.) A.Camus ,,,,,,,,
,Poaceae ,,NEP03516,wfo-0000906864,Urochloa mutica (Forssk.) T.Q.Nguen,Novosti Sist. Vyssh. Rast. 1966: 13. 1966.,,,"W, C, E Nepal: 100-200 m (Naturalized in Nepal).",,,Native of Africa and SW Asia.,
,Poaceae ,,NEP03517,wfo-0000885334,Panicum muticum Forssk.,,,,,,,,
,Poaceae ,,NEP03518,wfo-0000854176,Brachiaria mutica (Forssk.) Stapf. ,,,,,,,,
,Poaceae ,,NEP03519,wfo-0000906872,Urochloa panicoides P.Beauv.,"Ess. Agrostogr. 53, pl. 11, f. 1. 1812.",,,C Nepal: 700-1200 m.,,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, SW Asia and Africa.",
,Poaceae ,,NEP03520,wfo-0000906894,Urochloa ramosa (L.) T.Q.Nguyen,Novosti Sist. Vyssh. Rast. 1966: 13. 1966.,"afF;kft], lnv] aG;f] ","Banspate, Likhe banso","W, C, E Nepal: 100-1800 m.",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, SW Asia and Africa. ",
,Poaceae ,,NEP03521,wfo-0000886016,Panicum ramosum L.,,,,,,,,
,Poaceae ,,NEP03522,wfo-0000854220,Brachiaria ramosa (L.) Stapf ,,,,,,,,
,Poaceae ,,NEP03523,wfo-0000906896,Urochloa reptans (L.) Stapf,Fl. Trop. Afr. 9(4): 601. 1920.,,,"C, E Nepal: 100-1200 m. ",,,"Nepal, W Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, SW Asia and Australasia.",
,Poaceae ,,NEP03524,wfo-0000886056,Panicum reptans L.,,,,,,,,
,Poaceae ,,NEP03525,wfo-0000854229,Brachiaria reptans (L.) C.A.Gardner & C.E.Hubb. ,,,,,,,,
,Poaceae ,,NEP03526,wfo-0000885895,Panicum prostratum Lam.,,,,,,,,
,Poaceae ,,NEP03527,wfo-0000906918,Urochloa villosa (Lam.) T.Q.Nguen,Novosti Sist. Vyssh. Rast. 14. 1966.,,,"W, C, E Nepal: 900-2400 m.",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia and Africa.",
,Poaceae ,,NEP03528,wfo-0000886839,Panicum villosum Lam.,,,,,,,,
,Poaceae ,,NEP03529,wfo-0000854283,Brachiaria villosa (Lam.) A.Camus ,,,,,,,,
,Poaceae ,,NEP03530,wfo-0000854285,Brachiaria villosa var. barbata Bor,,,,,,,,
,Poaceae ,,NEP03531,,Panicum nanum Nees,,,,,,,,
,Poaceae ,,NEP03532,wfo-0000906919,Urochloa villosa var. barbata (Bor) Noltie ,,,,,,,,
,Poaceae ,Yushania Keng f.,NEP03533,wfo-0000907636,Yushania emeryi (Stapleton) Demoly,Bambou Bull. Liais. A.E.B. 29: 13. 1998.,"sfnf] dflnª\uf], sfnf] lgufnf] ","Kalo malingo, Kalo nigalo",E Nepal: 2000-4100 m.,,,Endemic to Nepal. ,
,Poaceae ,,NEP03534,wfo-0000853731,Borinda emeryi Stapleton,,,,,,,,
,Poaceae ,,NEP03536,wfo-0000907676,Yushania maling (Gamble) R.B.Majumdar,Fl. Ind. Enum. Monocot. 283. 1889.,"vf];|] dflnª\uf], wg' afF; ","Khosre malingo, Dhanu bans",E Nepal: 2000-3200 m.,,,"Nepal, E Himalaya and Assam-Burma.",
,Poaceae ,,NEP03537,wfo-0000850385,Arundinaria maling Gamble,,,,,,,,
,Poaceae ,,NEP03538,wfo-0000899862,Sinarundinaria maling (Gamble) C.S.Chao & Renvoize,,,,,,,,
,Poaceae ,,NEP03539,wfo-0000907681,Yushania microphylla (Munro) R.B.Majumdar,Fl. Ind. Enum. Monocot. 283. 1898. ,dflnª\uf] ,Malingo,"C, E Nepal: 2300-3500 m.",,,"Nepal, E Himalaya, Assam-Burma, S Asia and SE Asia.",
,Poaceae ,,NEP03540,wfo-0000850402,Arundinaria microphylla Munro,,,,,,,,
,Poaceae ,,NEP03541,wfo-0000853308,Bambusa microphylla Griff.,,,,,,,,
,Poaceae ,,NEP03542,wfo-0000907690,Yushania pantlingii (Gamble) R.B.Majumdar,Fl. Ind. Enum. Monocot. 283. 1898. ,,,E Nepal: 2300-3800 m. ,,,Nepal and E Himalaya.,
,Poaceae ,,NEP03543,wfo-0000850448,Arundinaria pantlingii Gamble,,,,,,,,
,Poaceae ,,NEP03544,wfo-0000899872,Sinarundinaria pantlingii (Gamble) C.S.Chao & Renvoize,,,,,,,,
,Poaceae ,,NEP03545,wfo-0000898654,Semiarundinaria pantlingii (Gamble) Nakai,,,,,,,,
CERATOPHYLLALES,Ceratophyllaceae ,Ceratophyllum L.,NEP03546,wfo-0000831785,Ceratophyllum demersum L.,Sp. Pl. 2: 992. 1753. ,,,C Nepal: 100-200 m.,,,Cosmopolitan.,
,Ceratophyllaceae ,,NEP03547,wfo-0000831707,Ceratophyllum aquaticum H.C.Watson,,,,,,,,
,Ceratophyllaceae ,,NEP03548,wfo-0000832459,Ceratophyllum verticillatum Roxb.,,,,,,,,
RANUNCULALES,Papaveraceae ,Argemone L.,NEP03549,wfo-0000547034,Argemone mexicana L.,Sp. Pl. 1: 508. 1753. ,"yfsn, ;'Fu'/] sfF8f ","Thakal, Sungure kanda","W, C, E Nepal: 60-1500 m (Invasive species in Nepal). ",,,Native of Mexico. ,
,Papaveraceae ,,NEP03550,wfo-0000547065,Argemone ochroleuca Sweet,Brit. Fl. Gard. 3: pl. 242. 1828.,,,E Nepal: 100-200 m (Naturalized in Nepal). ,,,Native of Mexico; a major invasive species in other parts of the world. ,
,Papaveraceae ,,NEP03551,wfo-0000547047,Argemone mexicana var. ochroleuca (Sweet) Lindl.,,,,,,,,
,Papaveraceae ,Corydalis Vent. ,NEP03552,wfo-0000622144,Corydalis calycina Lidén,"Bull. Brit. Mus. (Nat. Hist.), Bot. 18(6): 532. 1989. ",,,"W, C Nepal: 2800-5500 m.",,,Endemic to Nepal. ,
,Papaveraceae ,,NEP03553,wfo-0001285976,Corydalis cashmeriana Royle subsp. cashmeriana,"Ill. Bot. Himal. Mts. pl. 16, f. 1. 1833.",6f]ª\u|]–l;Naf ,Tongre-silba: Tibetan,"W, C, E Nepal: 2400-5500 m.",,,"Nepal, W Himalaya and Tibetan Plateau. ",
,Papaveraceae ,,NEP03554,wfo-0000743616,Corydalis cashmeriana Royle subsp. longicalcarata (D.G.Long) Lidén,Fl. China 7: 392. 2008.,,,"C, E Nepal: 3200-4600 m. ",,,"Nepal, E Himalaya and Tibetan Plateau.",
,Papaveraceae ,,NEP03555,wfo-0000622290,Corydalis ecristata var. longicalcarata D.G.Long,,,,,,,,
,Papaveraceae ,,NEP03556,wfo-0000622168,Corydalis cashmeriana var. longicalcarata (D.G.Long) R.C.Srivast.,,,,,,,,
,Papaveraceae ,,NEP03557,wfo-0001316314,Corydalis casimiriana Duthie & Prain subsp. casimiriana,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 65(1): 27. 1896. ",,,"W, C, E Nepal: 2300-4200 m. ",,,"Nepal, W Himalaya and E Himalaya.",
,Papaveraceae ,,NEP03558,wfo-0001316310,Corydalis casimiriana Duthie & Prain subsp. brachycarpa Lidén,Rheedea 5(1): 27. 1995.,,,"C, E Nepal: 2800-4200 m.",,,"Nepal, E Himalaya and Tibetan Plateau.",
,Papaveraceae ,,NEP03559,wfo-0000622178,Corydalis cavei D.G.Long,Notes Roy. Bot. Gard. Edinburgh 42(1): 103. 1984.,,,"C, E Nepal: 2400-4500 m. ",,,"Nepal, E Himalaya and Tibetan Plateau.",
,Papaveraceae ,,NEP03560,wfo-0000622179,Corydalis chaerophylla DC.,Prodr. 1: 128. 1824. ,"cf]v/] 3fF;, sd]{ 3fF; ","Okhare ghans, Karme ghans","W, C, E Nepal: 1800-5500 m. ",,,"Nepal, W Himalaya, E Himalaya and Assam-Burma. ",
,Papaveraceae ,,NEP03561,wfo-0000622201,Corydalis clavibracteata Ludlow & Stearn,"Bull. Brit. Mus. (Nat. Hist.), Bot. 5: 53. 1975.",,,W Nepal: 3600-4800 m. ,,,Endemic to Nepal. ,
,Papaveraceae ,,NEP03562,wfo-0000622211,Corydalis conspersa Maxim.,Fl. Tangut. 49 pl. 25. f. 1-5. 1889.,,,C Nepal: 5000-5100 m. ,,,"Nepal, Tibetan Plateau and E Asia. ",
,Papaveraceae ,,NEP03564,wfo-0000622212,Corydalis cornuta Royle,Ill. Bot. Himal. Mts. 69. 1834.,,,"W, C Nepal: 1900-3500 m.",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, SW Asia and Africa.",
,Papaveraceae ,,NEP03565,wfo-0000622272,Corydalis diphylla Wall.,Tent. Fl. Napal. 2: 54. 1826. ,,,W Nepal: 2400-3000 m. ,,,Nepal and W Himalaya.,
,Papaveraceae ,,NEP03567,wfo-0000622288,Corydalis ecristata (Prain) D.G.Long,Notes Roy. Bot. Gard. Edinburgh 42(1): 91. 1984. ,,,E Nepal: 3900-5000 m. ,,,"Nepal, E Himalaya and Tibetan Plateau.",
,Papaveraceae ,,NEP03568,wfo-0000622167,Corydalis cashmeriana var. ecristata Prain,,,,,,,,
,Papaveraceae ,,NEP03569,wfo-0001316315,Corydalis elegans Wall. ex Hook.f. & Thomson subsp. elegans ,Fl. Ind. 1: 265. 1855. ,,,"W, C Nepal: 3900-4200 m. ",,,"Nepal, W Himalaya and Tibetan Plateau.",
,Papaveraceae ,,NEP03570,wfo-0001316319,Corydalis elegans Wall. ex Hook.f. & Thomson subsp. robusta Lidén,"Bull. Brit. Mus. (Nat. Hist.), Bot. 18(6): 518. 1989.",,,W Nepal: 3900-4700 m.,,,Endemic to Nepal. ,
,Papaveraceae ,,NEP03571,wfo-0000622325,Corydalis filicina Prain,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 65: 30. 1896. ",,,"W, C Nepal: 3000-4500 m. ",,,Nepal and E Himalaya.,
,Papaveraceae ,,NEP03572,wfo-0000622326,Corydalis filiformis Royle,Ill. Bot. Himal. Mts. 68. 1834.,,,"W, C Nepal: 2500-4100 m.",,,Nepal and W Himalaya.,
,Papaveraceae ,,NEP03573,wfo-0000622333,Corydalis flabellata Edgew.,Trans. Linn. Soc. London 20(1): 30. 1846.,,,C Nepal: 2800-3500 m. ,,,"Nepal, W Himalaya and Tibetan Plateau.",
,Papaveraceae ,,NEP03574,wfo-0000622334,Corydalis flaccida Hook.f. & Thomson,Fl. Ind. 1: 260. 1855.,,,"W, C, E Nepal: 3000-4300 m. ",,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia and E Asia.",
,Papaveraceae ,,NEP03575,wfo-0000622369,Corydalis geraniifolia Hook.f. & Thomson,Fl. Ind. 1: 269. 1855.,,,E Nepal: 3000-4800 m. ,,,Nepal and E Himalaya.,
,Papaveraceae ,,NEP03576,wfo-0000622180,Corydalis chaerophylla var. geraniifolia (Hook.f. & Thomson) H.Hara ,,,,,,,,
,Papaveraceae ,,NEP03577,wfo-0000622394,Corydalis govaniana Wall.,Tent. Fl. Napal. 2: 55. 1826.,"e""ts]z ",Bhutkesh,"W, C, E Nepal: 1900-5000 m. ",,,"Nepal, W Himalaya and Tibetan Plateau. ",
,Papaveraceae ,,NEP03578,wfo-0000622428,Corydalis hendersonii Hemsl.,"J. Linn. Soc., Bot. 30: 109. 1894.",,,"W, C Nepal: 3800-6100 m. ",,,"Nepal, W Himalaya, Tibetan Plateau and N Asia. ",
,Papaveraceae ,,NEP03579,wfo-0000622638,Corydalis nepalensis Kitam. ,,,,,,,,
,Papaveraceae ,,NEP03580,wfo-0000622451,Corydalis hookeri Prain,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 65(1): 34. 1896. ",,,"W, C, E Nepal: 2700-5500 m. ",,,"Nepal, E Himalaya and Tibetan Plateau.",
,Papaveraceae ,,NEP03581,wfo-0000622481,Corydalis jigmei C.E.C.Fisch. & Kaul,Bull. Misc. Inform. Kew 1940(6): 266. 1940. ,,,E Nepal: 4100-5300 m. ,,,"Nepal, E Himalaya and Tibetan Plateau.",
,Papaveraceae ,,NEP03582,wfo-0000622485,Corydalis juncea Wall.,"Tent. Fl. Napal. 2: 54, t. 42. 1826.",,,"W, C, E Nepal: 2500-5100 m.",,,"Nepal, E Himalaya and Tibetan Plateau.",
,Papaveraceae ,,NEP03583,wfo-0000622513,Corydalis lathyroides Prain,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 65(1): 23. 1896. ",,,"W, C, E Nepal: 3000-5500 m. ",,,"Nepal, W Himalaya and E Himalaya.",
,Papaveraceae ,,NEP03584,wfo-0000622116,Corydalis brevicalcarata Ludlow ,,,,,,,,
,Papaveraceae ,,NEP03585,wfo-0000622515,Corydalis latiflora Hook.f. & Thomson,Fl. Ind. 1: 270. 1855.,,,"W, C, E Nepal: 3000-5700 m. ",,,"Nepal, E Himalaya and Tibetan Plateau.",
,Papaveraceae ,,NEP03586,wfo-0000622023,Corydalis alburyi Ludlow & Stearn ,,,,,,,,
,Papaveraceae ,,NEP03587,wfo-0000622370,Corydalis gerdae Fedde ,,,,,,,,
,Papaveraceae ,,NEP03588,wfo-0000622615,Corydalis mitae Kitam. ,,,,,,,,
,Papaveraceae ,,NEP03589,wfo-0000622525,Corydalis leptocarpa Hook.f. & Thomson,Fl. Ind. 1: 260. 1855.,,,"C, E Nepal: 1800-3000 m. ",,,"Nepal, E Himalaya, Assam-Burma, E Asia and SE Asia.",
,Papaveraceae ,,NEP03590,wfo-0000622551,Corydalis longipes DC.,Prodr. 1: 128. 1824. ,,,"W, C, E Nepal: 2000-5300 m.",,,Nepal and Tibetan Plateau.,
,Papaveraceae ,,NEP03591,wfo-0000622557,Corydalis lowndesii Lidén,"Bull. Brit. Mus. (Nat. Hist.), Bot. 18(6): 491. 1989. ",,,"C, E Nepal: 2800-5100 m. ",,,Nepal and Tibetan Plateau.,
,Papaveraceae ,,NEP03592,wfo-0001316306,Corydalis magni Pusalkar,Kew Bull. 66(4): 548. 2011.,,,"W, C Nepal: 4400-6100 m. ",,,Nepal and Tibetan Plateau.,
,Papaveraceae ,,NEP03594,wfo-0000622587,Corydalis megacalyx Ludlow & Stearn,"Bull. Brit. Mus. (Nat. Hist.), Bot. 5: 58. t. 8. 1975. ","e""ts]z ",Bhutkesh,"W, C, E Nepal: 3600-5500 m. ",,,Endemic to Nepal. ,
,Papaveraceae ,,NEP03595,wfo-0000622591,Corydalis meifolia Wall.,"Tent. Fl. Napal. 2: 52, t. 41. 1826.",3f]–7'n–;af]{ ,Gho-thul-serbo: Tibetan,"W, C, E Nepal: 3900-5200 m.",,,"Nepal, W Himalaya, E Himalaya and Tibetan Plateau. ",
,Papaveraceae ,,NEP03596,,Corydalis meifolia var. sikkimensis Wall. ,,,,,,,,
,Papaveraceae ,,NEP03597,wfo-0000622633,Corydalis nana Royle,Ill. Bot. Himal. Mts. 68. 1834.,,,W Nepal: 4700-5500 m. ,,,Nepal and W Himalaya.,
,Papaveraceae ,,NEP03598,wfo-0000622731,Corydalis polygalina Hook.f. & Thomson,Fl. Ind. 1: 263. 1855.,,,E Nepal: 4000-4800 m. ,,,"Nepal, E Himalaya and Tibetan Plateau.",
,Papaveraceae ,,NEP03599,wfo-0000622761,Corydalis pseudojuncea Ludlow & Stearn,"Bull. Brit. Mus. (Nat. Hist.), Bot. 5: 62. t. 11. 1975. ",,,"W, C Nepal: 2600-5500 m. ",,,"Nepal, W Himalaya and Tibetan Plateau.",
