WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI
wfo-0000509470,distribution,EN,"Thailand, India, China, Myanmar, Laos (type) and Vietnam.",W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000509470,Forest Herbarium,All rights reserved,"Gynostemma pentaphyllum pubescens. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 454. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=04017
wfo-0000713318,general,EN,"Tree up to 15–30(–45) m by 30–50 cm. Leaves ovate to lanceloate, clliptic- or obovate-oblong. 4.5–20 by 1.5–9 cm; apex bluntly or shortly acuminate, or acute; base acute rarely obtuse; petiole 0.5–1 cm. Stipules 1.5 cm long. Bracteoles sometimes condensed into short, tubercular glomerules. Calyx lobes ovate, 1.5–2.5 mm long. Petals obovate rarely elliptic, 2–2.5 mm long, divided into filamentous appendages at the upper third or half. Stamens 1–1.5 mm, incurved. Fruits globose, ca 3 mm in diam.",Ding Hou,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000713318,Forest Herbarium,All rights reserved,"Gynotroches axillaris. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 14. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00025
wfo-0000713318,ecology,EN,"In lowland evergreen forests, sometimes on marshy ground or in secondary forests, up to 150 m, in Malesia up to 2250 m.",Ding Hou,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000713318,Forest Herbarium,All rights reserved,"Gynotroches axillaris. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 14. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00025
wfo-0000713318,distribution,EN,"Burma, Thailand, Malesia (type), Melanesia, Micronesia, and Australia.",Ding Hou,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000713318,Forest Herbarium,All rights reserved,"Gynotroches axillaris. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 14. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00025
wfo-0000714117,general,EN,"Branchlets slightly puberulous or glabrous. Leaves elliptic, slightly ovate-elliptic or obovate-elliptic, rounded or obtuse at the base, acuminate (or rounded) at the apex, 7–16 by 3–8.5 cm, glabrous, nervation mostly prominent; petioles 1.2–3.5 cm. Inflorescences axillary, cauliflorous (or terminal) paniculate or subracemose, puberulous or glabrous, up to 50 cm long, with lateral branches up to 9 cm. Male flowers on pedicels 2–4 mm; sepals the outer ones minute (less than 1 mm long), ciliate; the inner ones larger, elliptic, 3 mm long, glabrous; petals ± broadly elliptic, 1.5–2 mm long; stamens 1 mm long, with the connective much swollen on the adaxial side. Female flowers: sepals and petals as in male flowers; staminodes rod-like, 0.5 mm; carpels ovoid-ellipsoidal, 1 mm long; style sharply reflexed. Drupes red, obovoid-ellipsoidal, glabrous, 4.5 by 2.5 cm; embryo 3.5 cm long (measurements from material in alcohol).",L.L. Forman,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000714117,Forest Herbarium,All rights reserved,"Haematocarpus validus. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 306. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01420
wfo-0000714117,ecology,EN,Shaded area near river in primary rain forests; at 150 m alt.,L.L. Forman,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000714117,Forest Herbarium,All rights reserved,"Haematocarpus validus. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 306. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01420
wfo-0000714117,distribution,EN,Endemic to Thailand.,L.L. Forman,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000714117,Forest Herbarium,All rights reserved,"Haematocarpus validus. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 306. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01420
wfo-0000769316,general,EN,"Rhizome nodes with 1–6 roots, a scale and short erect stem, scale elliptic, 6–7 mm long; internodes 0.5–4 cm long. Leaves divided into a sheath and a blade; sheath persistent, 2–4 cm long; blades 10–15 cm by 1.2–3.5 mm, narrowed at base; apex with 2 linear lateral teeth and an obtusely rounded median tooth in which the midrib ends, median tooth as long as or shorter than lateral teeth or rarely slightly longer. Staminate flower pedunculate; anthers ca 3 mm long. Carpellate flowers with one ovary; ovary ovate, ca 0.5 mm long; style 3-4 mm long, terminal. Fruit round-ovate, rostrate, hardly appressed, ca 2.5 by 2 mm; rostrum apically inserted, ca 1 mm long.",R.R. Haynes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000769316,Forest Herbarium,All rights reserved,"Halodule uninervis. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 363. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02528
wfo-0000769316,ecology,EN,"In shallow waters of marine habitats, often on sand flats, mud banks, sandy pools of coral reefs, or small creek in mangrove swamps.",R.R. Haynes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000769316,Forest Herbarium,All rights reserved,"Halodule uninervis. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 363. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02528
wfo-0000769316,distribution,EN,From the coasts of trop. Africa (type Egypt) throughout the Indian Ocean to the Pacific.,R.R. Haynes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000769316,Forest Herbarium,All rights reserved,"Halodule uninervis. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 363. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02528
wfo-0000434512,general,EN,"Rhizomatous ground herb, 50–150 cm high, usually with many conspicuous stolons, these slender, 2–4 mm in diam., with small bracts at the nodes, ca 3 mm in diam.; roots sometimes with 1–5 globular tubers, up to 2.5 cm in diam. Leaves 3–6 per shoot; sheath 8–75 cm long, light green, with scattered white hairs especially along margin; petiole 5–52.5 cm long, light green, nearly glabrous; pulvinus (1.0–)2.2–2.5 cm long, brownish-green, glabrous; lamina oblong to oblong-elliptic (14.0) 18.4–31.5 by (5.7) 8.3–12.7 cm, light to dark green above, whitish-green and glaucous below, glabrescent. Inflorescence interfoliar, erect, appearing to protrude from the sheath of an accompanying leaf but usually enclosed by the leaf sheath; peduncle 6–53 cm long, with scattered white hairs; synflorescence consisting of 2–5 simple, erect spikes, 16–31 by 0.8–1.0 cm, sessile or with a short peduncle, to 4 cm long; fertile bracts narrowly lanceolate, acute, 6–14 per spike, distichously arranged; the first bract 6–15 by 1.0–1.4 cm, the remaining progressively diminishing in size, to 3.4–4.5 by 0.5 cm in the distal part of the spike, light green, nearly glabrous; flower-pair 1 per special paraclade, associated prophyll 2.3–4.5 by 0.2–0.5 cm. Flowers white, 2.5–3.2 cm across; sepals 3, unequal, the dorsal one small, ovate, ca 2.5 by 1.8 mm, with the base swollen to form a short spur, minutely hairy, the two 2 lateral; sepals larger, lanceolate, acute, 8–10 by 3 mm, whitish, translucent, with many reddish-brown tinges near their apex; petal lobes oblong, apex round, ca 12 by 4 mm, whitish; corolla tube very short; staminodal tube ca 3 mm longer than corolla tube; outer staminode 2, subequal, petaloid lobes obovate, apex round, clawed, 1.2–1.5 by 1.0–1.1 cm; cucullate staminode oblong, with free part of ca 2.6 by 1.3 mm; callose staminode obovate ca 10.0 by 6.7 mm, whitish, with yellow tip; fertile stamen ca 1.3 mm long, petaloid appendage large, subrhombic, clawed, ca 10 by 7.7 mm; style with free part ca 7.6 mm long, curved; ovary ca 1.3 mm long, covered with scattered minute hairs. Fruits cylindrical-ellipsoid, 8–10 by 4 mm. Seed 1, oblong, ca 7.6 by 3.7 mm, aril with 2 very short appendages.",P. Suksathan & F. Borchsenius,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000434512,Forest Herbarium,All rights reserved,"Halopegia blumei. Flora of Thailand. Vol. 9. Part 2, 2008. Pg. 126. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03796
wfo-0000434512,ecology,EN,"Seasonal herb, in dry evergreen forest and mixed deciduous forest, sometimes forming large colonies in marshy exposed areas.",P. Suksathan & F. Borchsenius,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000434512,Forest Herbarium,All rights reserved,"Halopegia blumei. Flora of Thailand. Vol. 9. Part 2, 2008. Pg. 126. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03796
wfo-0000434512,distribution,EN,"Thailand, Burma, Laos, Vietnam and Indonesia (Java, type).",P. Suksathan & F. Borchsenius,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000434512,Forest Herbarium,All rights reserved,"Halopegia blumei. Flora of Thailand. Vol. 9. Part 2, 2008. Pg. 126. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03796
wfo-0000769324,general,EN,"Monoecious herbs; rhizomes with 1 root at each node; erect stems apparently absent. Leaves apparently arising from rhizome, oblong-elliptic, serrulate, apex obtuse to rounded, base cuneate. Inflorescence with spathe enclosing both staminate and carpellate flowers. Staminate flowers with pedicels ca 3 mm long. Carpellate flowers subsessile, styles ca 2.5 mm long. Fruits ellipsoid. Seeds ca 0.2 mm long.",R.R. Haynes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000769324,Forest Herbarium,All rights reserved,"Halophila decipiens. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 371. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02540
wfo-0000769324,ecology,EN,"In marine habitats from near low tide to depths of 85 meters. At depths greater than 50 meters, the species has been observed only in very clear water.",R.R. Haynes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000769324,Forest Herbarium,All rights reserved,"Halophila decipiens. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 371. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02540
wfo-0000769324,distribution,EN,Pantropic.,R.R. Haynes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000769324,Forest Herbarium,All rights reserved,"Halophila decipiens. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 371. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02540
wfo-0000769338,general,EN,"Dioecious herbs; rhizomes with 1 or more roots at each node; erect stems apparently absent. Leaves apparently arising from rhizome, linear to ovate, entire, apex rounded, base rounded. Inflorescence with spathe enclosing one staminate or one carpellate flowers. Staminate flowers with pedicels 1–2 cm long. Carpellate flowers subsessile, styles 1–2 cm long. Fruits globose. Seeds ca 1 mm long.",R.R. Haynes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000769338,Forest Herbarium,All rights reserved,"Halophila ovalis. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 371. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02541
wfo-0000769338,ecology,EN,All types of substrates to depths of 12 meters.,R.R. Haynes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000769338,Forest Herbarium,All rights reserved,"Halophila ovalis. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 371. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02541
wfo-0000769338,distribution,EN,Throughout the Indian Ocean to Australia (type).,R.R. Haynes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000769338,Forest Herbarium,All rights reserved,"Halophila ovalis. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 371. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02541
wfo-0000769341,general,EN,"Dioecious herbs; rhizomes with 1 roots at each node; erect stems apparently absent. Leaves apparently arising from rhizome, oblong-elliptic to obovate, entire, apex obtuse to acuminate, base obtuse or shortly cuneate. Inflorescence with spathe enclosing one staminate or one carpellate flower. Staminate flowers with pedicels ca 2 cm long. Carpellate flowers subsessile, with style 2–6 mm long. Fruits ellipsoid to globose. Seeds ca 0.5 mm long.",R.R. Haynes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000769341,Forest Herbarium,All rights reserved,"Halophila ovata. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 371. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02542
wfo-0000769341,ecology,EN,In sheltered localities on sandy or muddy substrates to depths of about 2 meters.,R.R. Haynes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000769341,Forest Herbarium,All rights reserved,"Halophila ovata. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 371. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02542
wfo-0000769341,distribution,EN,"Indian Ocean to Australia, Marianne Islands (type).",R.R. Haynes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000769341,Forest Herbarium,All rights reserved,"Halophila ovata. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 371. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02542
wfo-0000715064,general,EN,"Leaves decussate, obovate, orbicular, ovate or oblong, 3–10 by 1.5–4 mm, the margin on either side with 1–7 teeth; petiole 0–2 mm. Racemes simple or little branched, erect, ± spike-like, 1–8 cm long. Pedicels 0.25–0.75 mm. Flowers erect, then nodding. Sepals subsaccate-thickened and shallowly cordate at the base, triangular-ovate, often acuminate, 0.3–0.6 mm long. Petals red or rose, ca 0.9–1.3 mm. Stamens 8, anthers 0.3–0.7 mm. Styles curved inward, 0.2–0.3 mm. Fruit obovoid-globose to depressed-globose, smooth, ca 0.9–1.1. by 0.7–0.9 mm.",R. van der Meijden,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000715064,Forest Herbarium,All rights reserved,"Haloragis micrantha. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 3. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00006
wfo-0000715064,ecology,EN,"In marshy mountain turf, moist places along mountain brooks and lakes, on wet ridges, summits and plateaus; altitude 1000 m, in Malesia ascending to 3600 m.",R. van der Meijden,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000715064,Forest Herbarium,All rights reserved,"Haloragis micrantha. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 3. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00006
wfo-0000715064,distribution,EN,"Thailand, India, S & E China, N Vietnam, Hainan, Formosa, Korea, Japan (type), S. & E. Malesia, SE. Australia, Tasmania, New Zealand.",R. van der Meijden,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000715064,Forest Herbarium,All rights reserved,"Haloragis micrantha. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 3. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00006
wfo-0000434744,general,EN,"Perennial herb, varying in vegetative parts from relatively small, terrestrial plants to large swamp aquatics; hairy when young, glabrous when full grown. The aquatic form has (particularly when old) long, floating stolons covered by the leaf sheaths. Stems 0.5–2 m high, 1–1.5 cm diam. in upper part. Leaves for the greater part crowded at the base of the plant, erect, coriaceous, lanceolate, acuminate, 20–120 cm long, 1.5–15 cm broad, with close set longitudinal nerves and numerous thin cross nervules. The lower leaves long petioled, the upper ones ± sessile. Lower leaf sheaths long and broad, gradually narrowed into the petiole. Inflorescence a pedunculate panicle 20–120 cm long with coarse main branches. Lower bracts very variable in size. Flowers unisexual, solitary or in small clusters supported by short bracts, the &#9794; branches usually thinner and longer than the &#9792;. Perianth yellowish green to whitish, on the inner side dotted with red. Tepals 3 outer oval-suborbicular, obtuse, 2–2.5 mm long, 3 inner longer, 2.5–3 mm. &#9794; flowers with 6 stamens connected with the tepal base, ca 3 mm long, subequal; rudimentary ovary. &#9792; flowers with 6 short staminodes; ovary broadly ovoid-globose, with sessile stigma divided in 3 short arms. Fruit drupaceous, oblong, shining deep red; ca 2 cm long, with persistent, brown style, 3-celled, 1(–3)-seeded.",K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000434744,Forest Herbarium,All rights reserved,"Hanguana malayana. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 164. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00310
wfo-0000434744,ecology,EN,"Ranging from lowland swamp to evergreen wet forest, here often along streams, highest record from Thailand 700 m.",K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000434744,Forest Herbarium,All rights reserved,"Hanguana malayana. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 164. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00310
wfo-0000434744,distribution,EN,"Thailand, Ceylon, Cochinchina, Malay Peninsula (type), Malesia, Micronesia (Palau).",K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000434744,Forest Herbarium,All rights reserved,"Hanguana malayana. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 164. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00310
