WFOID	title	identifier	rights	license	format	source	audience	creator	created	modified	contributor	publisher	description	locality	subject	rightsHolder	latitude	longitude	references
wfo-0000248657	Aporosa falcifera. Drawing	img-THA-0000248657.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Chayamarit & P.C. van Welzen	Forest Herbarium	Figure 16: C–D						https://botany.dnp.go.th/image/flora/8/EUPH_Fig16.jpg
wfo-0000248666	Aporosa ficifolia. Drawing	img-THA-0000248666.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Chayamarit & P.C. van Welzen	Forest Herbarium	Figure 16: E						https://botany.dnp.go.th/image/flora/8/EUPH_Fig16.jpg
wfo-0000248700	Aporosa frutescens. Drawing	img-THA-0000248700.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Chayamarit & P.C. van Welzen	Forest Herbarium	Figure 17						https://botany.dnp.go.th/image/flora/8/EUPH_Fig17.jpg
wfo-0000249102	Aporosa lunata. Drawing	img-THA-0000249102.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Chayamarit & P.C. van Welzen	Forest Herbarium	Figure 18						https://botany.dnp.go.th/image/flora/8/EUPH_Fig18.jpg
wfo-0000249289	Aporosa nervosa. Drawing	img-THA-0000249289.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Chayamarit & P.C. van Welzen	Forest Herbarium	Figure 19: A–C						https://botany.dnp.go.th/image/flora/8/EUPH_Fig19.jpg
wfo-0000249379	Aporosa octandra. Drawing	img-THA-0000249379.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Chayamarit & P.C. van Welzen	Forest Herbarium	Figure 19: D–E						https://botany.dnp.go.th/image/flora/8/EUPH_Fig19.jpg
wfo-0000249434	Aporosa penangensis. Drawing	img-THA-0000249434.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Chayamarit & P.C. van Welzen	Forest Herbarium	Figure 16: H						https://botany.dnp.go.th/image/flora/8/EUPH_Fig16.jpg
wfo-0000249451	Aporosa planchoniana. Drawing	img-THA-0000249451.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Chayamarit & P.C. van Welzen	Forest Herbarium	Figure 16: F–G						https://botany.dnp.go.th/image/flora/8/EUPH_Fig16.jpg
wfo-0000249579	Aporosa serrata. Drawing	img-THA-0000249579.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Chayamarit & P.C. van Welzen	Forest Herbarium	Figure 20						https://botany.dnp.go.th/image/flora/8/EUPH_Fig20.jpg
wfo-0000249666	Aporosa stellifera. Drawing	img-THA-0000249666.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Chayamarit & P.C. van Welzen	Forest Herbarium	Figure 21: A–B						https://botany.dnp.go.th/image/flora/8/EUPH_Fig21.jpg
wfo-0000249809	Aporosa villosa. Drawing	img-THA-0000249809.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Chayamarit & P.C. van Welzen	Forest Herbarium	Figure 22						https://botany.dnp.go.th/image/flora/8/EUPH_Fig22.jpg
wfo-0000249884	Aporosa yunnanensis. Drawing	img-THA-0000249884.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Chayamarit & P.C. van Welzen	Forest Herbarium	Figure 21: D–F						https://botany.dnp.go.th/image/flora/8/EUPH_Fig21.jpg
wfo-0000249997	Apostasia odorata. Drawing	img-THA-0000249997.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, F.F. de Vogel"	Forest Herbarium	Figure 7						https://botany.dnp.go.th/image/flora/2/APOS_Fig7.jpg
wfo-0000541072	Aquilaria crassna. Drawing	img-THA-0000541072.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			B. Peterson	Forest Herbarium	Figure 92						https://botany.dnp.go.th/image/flora/6/THYM_Figure92.jpg
wfo-0000541078	Aquilaria hirta. Drawing	img-THA-0000541078.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			B. Peterson	Forest Herbarium	Figure 93						https://botany.dnp.go.th/image/flora/6/THYM_Figure93.jpg
wfo-0001116819	Arachniodes cavaleriei. Drawing	img-THA-0001116819.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 30						https://botany.dnp.go.th/image/flora/3/PTER_fig30.jpg
wfo-0001125361	Arachniodes henryi. Drawing	img-THA-0001125361.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 30						https://botany.dnp.go.th/image/flora/3/PTER_fig30.jpg
wfo-0001118512	Arachniodes speciosa. Drawing	img-THA-0001118512.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 30						https://botany.dnp.go.th/image/flora/3/PTER_fig30.jpg
wfo-0001125363	Arachniodes spectabilis. Drawing	img-THA-0001125363.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 30						https://botany.dnp.go.th/image/flora/3/PTER_fig30.jpg
wfo-0001124747	Araiostegia dareiformis. Drawing	img-THA-0001124747.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 11.1						https://botany.dnp.go.th/image/flora/3/PTER_fig11.jpg
wfo-0001122707	Araiostegia faberiana. Drawing	img-THA-0001122707.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 11.2						https://botany.dnp.go.th/image/flora/3/PTER_fig11.jpg
wfo-0001122708	Araiostegia imbricata. Drawing	img-THA-0001122708.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 11.3						https://botany.dnp.go.th/image/flora/3/PTER_fig11.jpg
wfo-0001124752	Araiostegia pseudocystopteris. Drawing	img-THA-0001124752.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 11.4						https://botany.dnp.go.th/image/flora/3/PTER_fig11.jpg
wfo-0000260032	Aralidium pinnatifidum. Drawing	img-THA-0000260032.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			H.-J. Esser & M. Jebb	Forest Herbarium	Figure 1						https://botany.dnp.go.th/image/flora/9/ARAL_Fig1.jpg
wfo-0000185987	Archidendron clypearia. Drawing	img-THA-0000185987.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			I.C. Nielsen	Forest Herbarium	Figure 52						https://botany.dnp.go.th/image/flora/4/LEGU_Fig52.jpg
wfo-0000199792	Archidendron contortum. Drawing	img-THA-0000199792.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			I.C. Nielsen	Forest Herbarium	Figure 52						https://botany.dnp.go.th/image/flora/4/LEGU_Fig52.jpg
wfo-0000199797	Archidendron ellipticum. Drawing	img-THA-0000199797.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			I.C. Nielsen	Forest Herbarium	Figure 53						https://botany.dnp.go.th/image/flora/4/LEGU_Fig53.jpg
wfo-0000199803	Archidendron glomeriflorum. Drawing	img-THA-0000199803.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			I.C. Nielsen	Forest Herbarium	Figure 53						https://botany.dnp.go.th/image/flora/4/LEGU_Fig53.jpg
wfo-0000199807	Archidendron jiringa. Drawing	img-THA-0000199807.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			I.C. Nielsen	Forest Herbarium	Figure 54						https://botany.dnp.go.th/image/flora/4/LEGU_Fig54.jpg
wfo-0000192038	Archidendron lucidum. Drawing	img-THA-0000192038.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			I.C. Nielsen	Forest Herbarium	Figure 53						https://botany.dnp.go.th/image/flora/4/LEGU_Fig53.jpg
wfo-0000199831	Archidendron quocense. Drawing	img-THA-0000199831.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			I.C. Nielsen	Forest Herbarium	Figure 54						https://botany.dnp.go.th/image/flora/4/LEGU_Fig54.jpg
wfo-0000543898	Ardisia atrovirens. Drawing	img-THA-0000543898.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 68						https://botany.dnp.go.th/image/flora/6/MYRS_Figure68.jpg
wfo-0000543899	Ardisia attenuata. Drawing	img-THA-0000543899.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 73						https://botany.dnp.go.th/image/flora/6/MYRS_Figure73.jpg
wfo-0000544074	Ardisia collinsiae. Drawing	img-THA-0000544074.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 70						https://botany.dnp.go.th/image/flora/6/MYRS_Figure70.jpg
wfo-0000544092	Ardisia confusa. Drawing	img-THA-0000544092.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 74						https://botany.dnp.go.th/image/flora/6/MYRS_Figure74.jpg
wfo-0001389901	Ardisia corymbifera. Drawing	img-THA-0001389901.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 73						https://botany.dnp.go.th/image/flora/6/MYRS_Figure64.jpg
wfo-0000544165	Ardisia curvistyla. Drawing	img-THA-0000544165.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 77						https://botany.dnp.go.th/image/flora/6/MYRS_Figure77.jpg
wfo-0000544295	Ardisia ferrugineopilosa. Drawing	img-THA-0000544295.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 62						https://botany.dnp.go.th/image/flora/6/MYRS_Figure62.jpg
wfo-0000544297	Ardisia ficifolia. Drawing	img-THA-0000544297.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 72						https://botany.dnp.go.th/image/flora/6/MYRS_Figure72.jpg
wfo-0000544306	Ardisia fletcheri. Drawing	img-THA-0000544306.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 61						https://botany.dnp.go.th/image/flora/6/MYRS_Figure61.jpg
wfo-0000544353	Ardisia gigantifolia. Drawing	img-THA-0000544353.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 77						https://botany.dnp.go.th/image/flora/6/MYRS_Figure77.jpg
wfo-0000544376	Ardisia gracillima. Drawing	img-THA-0000544376.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 72						https://botany.dnp.go.th/image/flora/6/MYRS_Figure72.jpg
wfo-0000544452	Ardisia integra. Drawing	img-THA-0000544452.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 64						https://botany.dnp.go.th/image/flora/6/MYRS_Figure64.jpg
wfo-0000544457	Ardisia ionantha. Drawing	img-THA-0000544457.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 70						https://botany.dnp.go.th/image/flora/6/MYRS_Figure70.jpg
wfo-0000544491	Ardisia kerrii. Drawing	img-THA-0000544491.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 60						https://botany.dnp.go.th/image/flora/6/MYRS_Figure60.jpg
wfo-0000544521	Ardisia lanceolata. Drawing	img-THA-0000544521.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 69						https://botany.dnp.go.th/image/flora/6/MYRS_Figure69.jpg
wfo-0000544585	Ardisia longipedicellata. Drawing	img-THA-0000544585.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 76						https://botany.dnp.go.th/image/flora/6/MYRS_Figure76.jpg
wfo-0000544617	Ardisia maculosa. Drawing	img-THA-0000544617.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 76						https://botany.dnp.go.th/image/flora/6/MYRS_Figure76.jpg
wfo-0000544620	Ardisia maehongsonia. Drawing	img-THA-0000544620.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 71						https://botany.dnp.go.th/image/flora/6/MYRS_Figure71.jpg
wfo-0000544733	Ardisia murtonii. Drawing	img-THA-0000544733.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 67						https://botany.dnp.go.th/image/flora/6/MYRS_Figure67.jpg
wfo-0000544757	Ardisia nervosa. Drawing	img-THA-0000544757.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 60						https://botany.dnp.go.th/image/flora/6/MYRS_Figure60.jpg
wfo-0000544848	Ardisia palustris. Drawing	img-THA-0000544848.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 69						https://botany.dnp.go.th/image/flora/6/MYRS_Figure69.jpg
wfo-0000544855	Ardisia paralleloneura. Drawing	img-THA-0000544855.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 65						https://botany.dnp.go.th/image/flora/6/MYRS_Figure65.jpg
wfo-0000544922	Ardisia pilosa. Drawing	img-THA-0000544922.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 75						https://botany.dnp.go.th/image/flora/6/MYRS_Figure75.jpg
wfo-0000544941	Ardisia polycephala. Drawing	img-THA-0000544941.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 73						https://botany.dnp.go.th/image/flora/6/MYRS_Figure73.jpg
wfo-0000545077	Ardisia rigida. Drawing	img-THA-0000545077.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 67						https://botany.dnp.go.th/image/flora/6/MYRS_Figure67.jpg
wfo-0000545090	Ardisia rosea. Drawing	img-THA-0000545090.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 75						https://botany.dnp.go.th/image/flora/6/MYRS_Figure75.jpg
wfo-0000545102	Ardisia rubroglandulosa. Drawing	img-THA-0000545102.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 62						https://botany.dnp.go.th/image/flora/6/MYRS_Figure62.jpg
wfo-0000545283	Ardisia tetramera. Drawing	img-THA-0000545283.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 66						https://botany.dnp.go.th/image/flora/6/MYRS_Figure66.jpg
wfo-0000545314	Ardisia tristis. Drawing	img-THA-0000545314.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 63						https://botany.dnp.go.th/image/flora/6/MYRS_Figure63.jpg
wfo-0000545341	Ardisia uniflora. Drawing	img-THA-0000545341.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 59						https://botany.dnp.go.th/image/flora/6/MYRS_Figure59.jpg
wfo-0000546980	Arfeuillea arborescens. Drawing	img-THA-0000546980.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen	Forest Herbarium	Figure 7						https://botany.dnp.go.th/image/flora/7/SAPI_figure7.jpg
wfo-0000547534	Aristolochia arenicola. Drawing	img-THA-0000547534.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L. Phuphathanaphong	Forest Herbarium	Figure 1						https://botany.dnp.go.th/image/flora/5/ARIS_Fig1.jpg
wfo-0000547534	Aristolochia arenicola. Drawing	img-THA-0000547534.2	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L. Phuphathanaphong	Forest Herbarium	Figure 2						https://botany.dnp.go.th/image/flora/5/ARIS_Fig2.jpg
wfo-0000547534	Aristolochia arenicola. Drawing	img-THA-0000547534.3	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L. Phuphathanaphong	Forest Herbarium	Figure 3						https://botany.dnp.go.th/image/flora/5/ARIS_Fig3.jpg
wfo-0000547713	Aristolochia curtisii. Drawing	img-THA-0000547713.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L. Phuphathanaphong	Forest Herbarium	Figure 1						https://botany.dnp.go.th/image/flora/5/ARIS_Fig1.jpg
wfo-0000547713	Aristolochia curtisii. Drawing	img-THA-0000547713.2	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L. Phuphathanaphong	Forest Herbarium	Figure 2						https://botany.dnp.go.th/image/flora/5/ARIS_Fig2.jpg
wfo-0000547713	Aristolochia curtisii. Drawing	img-THA-0000547713.3	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L. Phuphathanaphong	Forest Herbarium	Figure 6						https://botany.dnp.go.th/image/flora/5/ARIS_Fig6.jpg
wfo-0000547763	Aristolochia elegans. Drawing	img-THA-0000547763.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L. Phuphathanaphong	Forest Herbarium	Figure 1						https://botany.dnp.go.th/image/flora/5/ARIS_Fig1.jpg
wfo-0000547763	Aristolochia elegans. Drawing	img-THA-0000547763.2	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L. Phuphathanaphong	Forest Herbarium	Figure 9						https://botany.dnp.go.th/image/flora/5/ARIS_Fig9.jpg
wfo-0000547853	Aristolochia grandis. Drawing	img-THA-0000547853.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L. Phuphathanaphong	Forest Herbarium	Figure 1						https://botany.dnp.go.th/image/flora/5/ARIS_Fig1.jpg
wfo-0000547853	Aristolochia grandis. Drawing	img-THA-0000547853.2	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L. Phuphathanaphong	Forest Herbarium	Figure 14						https://botany.dnp.go.th/image/flora/5/ARIS_Fig14.jpg
wfo-0000547862	Aristolochia harmandiana. Drawing	img-THA-0000547862.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L. Phuphathanaphong	Forest Herbarium	Figure 1						https://botany.dnp.go.th/image/flora/5/ARIS_Fig1.jpg
wfo-0000547862	Aristolochia harmandiana. Drawing	img-THA-0000547862.2	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L. Phuphathanaphong	Forest Herbarium	Figure 2						https://botany.dnp.go.th/image/flora/5/ARIS_Fig2.jpg
wfo-0000547862	Aristolochia harmandiana. Drawing	img-THA-0000547862.3	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L. Phuphathanaphong	Forest Herbarium	Figure 4						https://botany.dnp.go.th/image/flora/5/ARIS_Fig4.jpg
wfo-0000547872	Aristolochia helix. Drawing	img-THA-0000547872.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L. Phuphathanaphong	Forest Herbarium	Figure 1						https://botany.dnp.go.th/image/flora/5/ARIS_Fig1.jpg
wfo-0000547872	Aristolochia helix. Drawing	img-THA-0000547872.2	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L. Phuphathanaphong	Forest Herbarium	Figure 2						https://botany.dnp.go.th/image/flora/5/ARIS_Fig2.jpg
wfo-0000547872	Aristolochia helix. Drawing	img-THA-0000547872.3	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L. Phuphathanaphong	Forest Herbarium	Figure 5						https://botany.dnp.go.th/image/flora/5/ARIS_Fig5.jpg
wfo-0000547943	Aristolochia kerrii. Drawing	img-THA-0000547943.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L. Phuphathanaphong	Forest Herbarium	Figure 1						https://botany.dnp.go.th/image/flora/5/ARIS_Fig1.jpg
wfo-0000547943	Aristolochia kerrii. Drawing	img-THA-0000547943.2	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L. Phuphathanaphong	Forest Herbarium	Figure 2						https://botany.dnp.go.th/image/flora/5/ARIS_Fig2.jpg
