WFOID	identifier	bibliographicCitation	URI
wfo-0000318445	ref-THA-0000318445	"Syzygium cinereum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 843. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03026
wfo-0000318451	ref-THA-0000318451	"Syzygium claviflorum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 844. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03027
wfo-0000318510	ref-THA-0000318510	"Syzygium craibii. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 846. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03028
wfo-0000318521	ref-THA-0000318521	"Syzygium cumini. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 847. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03029
wfo-0000318529	ref-THA-0000318529	"Syzygium curtisii. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 847. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03030
wfo-0000318572	ref-THA-0000318572	"Syzygium diospyrifolium. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 849. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03031
wfo-0000318585	ref-THA-0000318585	"Syzygium duthieanum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 850. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03032
wfo-0000318586	ref-THA-0000318586	"Syzygium dyerianum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 851. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03033
wfo-0000318620	ref-THA-0000318620	"Syzygium fastigiatum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 851. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03034
wfo-0000318629	ref-THA-0000318629	"Syzygium filiforme. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 853. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03035
wfo-0000318648	ref-THA-0000318648	"Syzygium formosum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 853. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03036
wfo-0000318655	ref-THA-0000318655	"Syzygium foxworthianum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 854. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03037
wfo-0000318661	ref-THA-0000318661	"Syzygium fruticosum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 855. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03038
wfo-0000318666	ref-THA-0000318666	"Syzygium fuscescens. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 856. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03039
wfo-0000318692	ref-THA-0000318692	"Syzygium glaucum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 856. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03040
wfo-0000318693	ref-THA-0000318693	"Syzygium globiflorum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 858. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03041
wfo-0000318710	ref-THA-0000318710	"Syzygium grande. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 858. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03042
wfo-0000318711	ref-THA-0000318711	"Syzygium grande parviflorum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 859. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03044
wfo-0000318712	ref-THA-0000318712	"Syzygium gratum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 861. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03045
wfo-0000318713	ref-THA-0000318713	"Syzygium gratum confertum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 861. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03047
wfo-0000318754	ref-THA-0000318754	"Syzygium helferi. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 863. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03048
wfo-0000318756	ref-THA-0000318756	"Syzygium hemisphericum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 864. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03049
wfo-0000318757	ref-THA-0000318757	"Syzygium hemsleyanum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 866. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03050
wfo-0001366415	ref-THA-0001366415	"Syzygium hemsleyanum paucinervium. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 866. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03051
wfo-0000318774	ref-THA-0000318774	"Syzygium hulletianum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 866. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03052
wfo-0000318804	ref-THA-0000318804	"Syzygium ixoroides. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 867. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03053
wfo-0000318809	ref-THA-0000318809	"Syzygium jambos. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 868. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03054
wfo-0000318813	ref-THA-0000318813	"Syzygium jasminifolium. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 868. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03055
wfo-0000318829	ref-THA-0000318829	"Syzygium kerrii. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 869. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03056
wfo-0000318855	ref-THA-0000318855	"Syzygium kurzii. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 869. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03057
wfo-0000318861	ref-THA-0000318861	"Syzygium laetum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 870. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03058
wfo-0000318862	ref-THA-0000318862	"Syzygium laetum jugorum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 870. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03059
wfo-0000318864	ref-THA-0000318864	"Syzygium laetum sublaetum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 870. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03060
wfo-0000318872	ref-THA-0000318872	"Syzygium lakshnakarae. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 872. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03061
wfo-0000318906	ref-THA-0000318906	"Syzygium leptostemon. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 873. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03062
wfo-0000318920	ref-THA-0000318920	"Syzygium lineatum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 873. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03063
wfo-0000318955	ref-THA-0000318955	"Syzygium maingayi. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 874. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03064
wfo-0000318961	ref-THA-0000318961	"Syzygium malaccense. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 875. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03065
wfo-0000318977	ref-THA-0000318977	"Syzygium megacarpum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 875. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03066
wfo-0000318986	ref-THA-0000318986	"Syzygium mekongense. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 876. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03067
wfo-0000319035	ref-THA-0000319035	"Syzygium muelleri. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 877. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03068
wfo-0000319084	ref-THA-0000319084	"Syzygium nitrasirirakii. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 877. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03069
wfo-0000319100	ref-THA-0000319100	"Syzygium oblatum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 879. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03070
wfo-0000319101	ref-THA-0000319101	"Syzygium oblatum laevicaule. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 879. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03072
wfo-0000319137	ref-THA-0000319137	"Syzygium pachyphyllum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 881. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03073
wfo-0000319139	ref-THA-0000319139	"Syzygium pachysarcum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 882. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03074
wfo-0000319161	ref-THA-0000319161	"Syzygium papillosum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 884. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03075
wfo-0000319189	ref-THA-0000319189	"Syzygium perakense. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 884. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03076
wfo-0000319193	ref-THA-0000319193	"Syzygium pergamentaceum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 885. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03077
wfo-0000319226	ref-THA-0000319226	"Syzygium polyanthum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 887. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03078
wfo-0000319243	ref-THA-0000319243	"Syzygium praecox. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 888. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03079
wfo-0000319246	ref-THA-0000319246	"Syzygium prainianum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 888. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03080
wfo-0001366416	ref-THA-0001366416	"Syzygium prainianum minor. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 888. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03081
wfo-0000319254	ref-THA-0000319254	"Syzygium pseudoformosum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 890. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03082
wfo-0000319277	ref-THA-0000319277	"Syzygium pustulatum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 891. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03083
wfo-0000319278	ref-THA-0000319278	"Syzygium putii. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 891. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03084
wfo-0000319280	ref-THA-0000319280	"Syzygium pycnanthum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 892. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03085
wfo-0000319281	ref-THA-0000319281	"Syzygium pyrifolium. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 892. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03086
wfo-0000319304	ref-THA-0000319304	"Syzygium refertum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 893. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03087
wfo-0000319326	ref-THA-0000319326	"Syzygium ridleyi. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 894. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03088
wfo-0000319327	ref-THA-0000319327	"Syzygium rigens. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 894. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03089
wfo-0000319331	ref-THA-0000319331	"Syzygium ripicola. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 895. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03090
wfo-0000319382	ref-THA-0000319382	"Syzygium samarangense. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 896. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03091
wfo-0000319383	ref-THA-0000319383	"Syzygium samarangense parviflorum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 896. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03093
wfo-0000319411	ref-THA-0000319411	"Syzygium scortechinii. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 898. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03094
wfo-0000319421	ref-THA-0000319421	"Syzygium siamense. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 899. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03095
wfo-0000319432	ref-THA-0000319432	"Syzygium skiophilum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 899. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03096
wfo-0000319483	ref-THA-0000319483	"Syzygium subrufum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 900. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03097
wfo-0000319503	ref-THA-0000319503	"Syzygium syzygioides. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 901. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03100
wfo-0000319536	ref-THA-0000319536	"Syzygium tetragonum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 902. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03101
wfo-0000319543	ref-THA-0000319543	"Syzygium thorelii. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 905. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03102
wfo-0000319546	ref-THA-0000319546	"Syzygium thumra. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 905. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03103
wfo-0000319548	ref-THA-0000319548	"Syzygium thumra punctifolium. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 905. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03105
wfo-0000319549	ref-THA-0000319549	"Syzygium thumra thumra. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 906. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03104
wfo-0000319554	ref-THA-0000319554	"Syzygium toddalioides. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 906. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03106
wfo-0000319595	ref-THA-0000319595	"Syzygium urophyllum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 907. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03107
wfo-0000319660	ref-THA-0000319660	"Syzygium winitii. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 907. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03108
wfo-0000319677	ref-THA-0000319677	"Syzygium zeylanicum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 908. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03109
wfo-0000319682	ref-THA-0000319682	"Syzygium zimmermannii. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 909. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03110
wfo-0000780152	ref-THA-0000780152	"Tabebuia chrysantha. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 65. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00968
wfo-0000780227	ref-THA-0000780227	"Tabebuia pallida. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 65. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00969
wfo-0000780302	ref-THA-0000780302	"Tabebuia rosea. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 65. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00970
wfo-0000319746	ref-THA-0000319746	"Tabernaemontana bovina. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 29. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02148
wfo-0000319756	ref-THA-0000319756	"Tabernaemontana bufalina. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 30. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02149
wfo-0000319805	ref-THA-0000319805	"Tabernaemontana corymbosa. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 31. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02150
wfo-0000319835	ref-THA-0000319835	"Tabernaemontana divaricata. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 31. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02151
wfo-0000319962	ref-THA-0000319962	"Tabernaemontana macrocarpa. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 32. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02152
wfo-0000320046	ref-THA-0000320046	"Tabernaemontana pauciflora. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 33. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02154
wfo-0000320049	ref-THA-0000320049	"Tabernaemontana peduncularis. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 34. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02155
wfo-0000320096	ref-THA-0000320096	"Tabernaemontana rostrata. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 36. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02156
wfo-0000567593	ref-THA-0000567593	"Tacca chantrieri. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 3. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01508
wfo-0000567722	ref-THA-0000567722	"Tacca integrifolia. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 1. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01507
wfo-0000567798	ref-THA-0000567798	"Tacca leontopetaloides. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 5. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01510
wfo-0000567900	ref-THA-0000567900	"Tacca palmata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 7. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01511
wfo-0000568079	ref-THA-0000568079	"Tacca plantaginea. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 5. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01509
wfo-0001117744	ref-THA-0001117744	"Taenitis blechnoides. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 186–188. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0278
wfo-0000320574	ref-THA-0000320574	"Talauma betongensis. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 258. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00436
wfo-0000320579	ref-THA-0000320579	"Talauma candollei. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 256. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00433
wfo-0000320611	ref-THA-0000320611	"Talauma hodgsonii. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 257. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00435
wfo-0000320685	ref-THA-0000320685	"Talauma siamensis. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 256. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00434
wfo-0000454617	ref-THA-0000454617	"Talinum paniculatum. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 272. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00459
wfo-0000454679	ref-THA-0000454679	"Talinum triangulare. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 272. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00458
wfo-0000170926	ref-THA-0000170926	"Tamarindus indica. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 124. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00772
wfo-0001256788	ref-THA-0001256788	"Tapeinidium luzonicum. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 146. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0224
wfo-0001107431	ref-THA-0001107431	"Tapeinidium pinnatum. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 146. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0223
wfo-0000413163	ref-THA-0000413163	"Taxillus chinensis. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 703. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02871
wfo-0000413161	ref-THA-0000413161	"Taxillus incanus. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 703. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02872
wfo-0001075804	ref-THA-0001075804	"Taxillus limprichtii. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 705. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02873
wfo-0000413128	ref-THA-0000413128	"Taxillus tomentosus. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 705. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02874
